Title,Authors,Journal,Year,Published,E-published,Volume,Issue,Pages,DOI,PMID,Labels,Qualifiers,IUID,URL,DOI URL,PubMed URL
"Pseudoceramines A-D, new antibacterial bromotyrosine alkaloids from the marine sponge Pseudoceratina sp.","Yin S, Davis RA, Shelper T, Sykes ML, Avery VM, Elofsson M, Sundin C, Quinn RJ",Org. Biomol. Chem.,2011,2011-10-07,2011-08-19,9,19,6755-6760,10.1039/c1ob05581j,21850326,Chemical Biology Consortium Sweden (CBCS),Collaborative,a370e55d30524cd8905f893b8dea60e9,https://publications.scilifelab.se/publication/a370e55d30524cd8905f893b8dea60e9,https://doi.org/10.1039/c1ob05581j,https://www.ncbi.nlm.nih.gov/pubmed/21850326
"Adenosine kinase deficiency disrupts the methionine cycle and causes hypermethioninemia, encephalopathy, and abnormal liver function.","Bjursell MK, Blom HJ, Cayuela JA, Engvall ML, Lesko N, Balasubramaniam S, Brandberg G, Halldin M, Falkenberg M, Jakobs C, Smith D, Struys E, von Döbeln U, Gustafsson CM, Lundeberg J, Wedell A",Am. J. Hum. Genet.,2011,2011-10-07,2011-10-04,89,4,507-515,10.1016/j.ajhg.2011.09.004,21963049,"NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production)",,a59c07dadcad4fff829226e4e591f050,https://publications.scilifelab.se/publication/a59c07dadcad4fff829226e4e591f050,https://doi.org/10.1016/j.ajhg.2011.09.004,https://www.ncbi.nlm.nih.gov/pubmed/21963049
Genetic variation in complement component C3 shows association with ischaemic stroke.,"Olsson S, Stokowska A, Holmegaard L, Jood K, Blomstrand C, Pekna M, Jern C",Eur. J. Neurol.,2011,2011-10-00,2011-03-19,18,10,1272-1274,10.1111/j.1468-1331.2011.03377.x,21414106,NGI Uppsala (SNP&SEQ Technology Platform),,3e31cf6c2c144c12ae03f5f06cc3c661,https://publications.scilifelab.se/publication/3e31cf6c2c144c12ae03f5f06cc3c661,https://doi.org/10.1111/j.1468-1331.2011.03377.x,https://www.ncbi.nlm.nih.gov/pubmed/21414106
"Evidence for involvement of Dicer-like, Argonaute and histone deacetylase proteins in gene silencing in Phytophthora infestans.","Vetukuri RR, Avrova AO, Grenville-Briggs LJ, Van West P, Söderbom F, Savenkov EI, Whisson SC, Dixelius C",Mol. Plant Pathol.,2011,2011-10-00,2011-07-06,12,8,772-785,10.1111/j.1364-3703.2011.00710.x,21726377,"NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production)",,503caecdb0514b91afe0340f76837aad,https://publications.scilifelab.se/publication/503caecdb0514b91afe0340f76837aad,https://doi.org/10.1111/j.1364-3703.2011.00710.x,https://www.ncbi.nlm.nih.gov/pubmed/21726377
Fibroblast growth factor 10 haploinsufficiency causes chronic obstructive pulmonary disease.,"Klar J, Blomstrand P, Brunmark C, Badhai J, Håkansson HF, Brange CS, Bergendal B, Dahl N",J. Med. Genet.,2011,2011-10-00,2011-07-12,48,10,705-709,10.1136/jmedgenet-2011-100166,21742743,"NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production)",,771ef59b8b3445a99bc4e8332db3f931,https://publications.scilifelab.se/publication/771ef59b8b3445a99bc4e8332db3f931,https://doi.org/10.1136/jmedgenet-2011-100166,https://www.ncbi.nlm.nih.gov/pubmed/21742743
Tracking Phytophthora infestans with SSR markers within and between seasons - a field study in Sweden,"Widmark AK, Andersson B, Sandström M, Yuen JE",Plant Pathol,2011,2011-10-00,2011-03-16,60,5,938-945,10.1111/j.1365-3059.2011.02446.x,,NGI Uppsala (Uppsala Genome Center),,7dabadd6e20b4d3fbee23713a92308c6,https://publications.scilifelab.se/publication/7dabadd6e20b4d3fbee23713a92308c6,https://doi.org/10.1111/j.1365-3059.2011.02446.x,
No evidence for an association between genetic variation at the SERPINI1 locus and ischemic stroke.,"Tjärnlund-Wolf A, Olsson S, Jood K, Blomstrand C, Jern C",J. Neurol.,2011,2011-10-00,2011-04-14,258,10,1885-1887,10.1007/s00415-011-6022-0,21487809,NGI Uppsala (SNP&SEQ Technology Platform),,7f12eda95a1d4529a826f3741d211f89,https://publications.scilifelab.se/publication/7f12eda95a1d4529a826f3741d211f89,https://doi.org/10.1007/s00415-011-6022-0,https://www.ncbi.nlm.nih.gov/pubmed/21487809
Early transcriptional regulation by C-peptide in freshly isolated rat proximal tubular cells.,"Lindahl E, Nordquist L, Müller P, El Agha E, Friederich M, Dahlman-Wright K, Palm F, Jörnvall H",Diabetes Metab. Res. Rev.,2011,2011-10-00,2011-05-28,27,7,697-704,10.1002/dmrr.1220,21618400,Bioinformatics and Expression Analysis (BEA),,a6893171608b4336ab4fdda687c6e575,https://publications.scilifelab.se/publication/a6893171608b4336ab4fdda687c6e575,https://doi.org/10.1002/dmrr.1220,https://www.ncbi.nlm.nih.gov/pubmed/21618400
Genome-wide association identifies nine common variants associated with fasting proinsulin levels and provides new insights into the pathophysiology of type 2 diabetes.,"Strawbridge RJ, Dupuis J, Prokopenko I, Barker A, Ahlqvist E, Rybin D, Petrie JR, Travers ME, Bouatia-Naji N, Dimas AS, Nica A, Wheeler E, Chen H, Voight BF, Taneera J, Kanoni S, Peden JF, Turrini F, Gustafsson S, Zabena C, Almgren P, Barker DJ, Barnes D, Dennison EM, Eriksson JG, Eriksson P, Eury E, Folkersen L, Fox CS, Frayling TM, Goel A, Gu HF, Horikoshi M, Isomaa B, Jackson AU, Jameson KA, Kajantie E, Kerr-Conte J, Kuulasmaa T, Kuusisto J, Loos RJ, Luan J, Makrilakis K, Manning AK, Martínez-Larrad MT, Narisu N, Nastase Mannila M, Ohrvik J, Osmond C, Pascoe L, Payne F, Sayer AA, Sennblad B, Silveira A, Stancáková A, Stirrups K, Swift AJ, Syvänen AC, Tuomi T, van 't Hooft FM, Walker M, Weedon MN, Xie W, Zethelius B, DIAGRAM Consortium , GIANT Consortium , MuTHER Consortium , CARDIoGRAM Consortium , C4D Consortium , Ongen H, Mälarstig A, Hopewell JC, Saleheen D, Chambers J, Parish S, Danesh J, Kooner J, Ostenson CG, Lind L, Cooper CC, Serrano-Ríos M, Ferrannini E, Forsen TJ, Clarke R, Franzosi MG, Seedorf U, Watkins H, Froguel P, Johnson P, Deloukas P, Collins FS, Laakso M, Dermitzakis ET, Boehnke M, McCarthy MI, Wareham NJ, Groop L, Pattou F, Gloyn AL, Dedoussis GV, Lyssenko V, Meigs JB, Barroso I, Watanabe RM, Ingelsson E, Langenberg C, Hamsten A, Florez JC",Diabetes,2011,2011-10-00,2011-08-30,60,10,2624-2634,10.2337/db11-0415,21873549,NGI Uppsala (SNP&SEQ Technology Platform),,d50c494f0bb9439bbaf8cbc5379effbe,https://publications.scilifelab.se/publication/d50c494f0bb9439bbaf8cbc5379effbe,https://doi.org/10.2337/db11-0415,https://www.ncbi.nlm.nih.gov/pubmed/21873549
"High-risk HPV infection and CIN grade correlates to the expression of c-myc, CD4+, FHIT, E-cadherin, Ki-67, and p16INK4a.","Samir R, Asplund A, Tot T, Pekar G, Hellberg D",J Low Genit Tract Dis,2011,2011-10-00,2011-05-12,15,4,280-286,10.1097/LGT.0b013e318215170c,21558960,Tissue Profiling,,e30557a2e2d34a3b9fb377220a25ec13,https://publications.scilifelab.se/publication/e30557a2e2d34a3b9fb377220a25ec13,https://doi.org/10.1097/LGT.0b013e318215170c,https://www.ncbi.nlm.nih.gov/pubmed/21558960
Histone modifications influence mediator interactions with chromatin.,"Zhu X, Zhang Y, Bjornsdottir G, Liu Z, Quan A, Costanzo M, Dávila López M, Westholm JO, Ronne H, Boone C, Gustafsson CM, Myers LC",Nucleic Acids Res.,2011,2011-10-00,2011-07-12,39,19,8342-8354,10.1093/nar/gkr551,21742760,Bioinformatics and Expression Analysis (BEA),,eb5b9988743c4ed5b258d118de89957a,https://publications.scilifelab.se/publication/eb5b9988743c4ed5b258d118de89957a,https://doi.org/10.1093/nar/gkr551,https://www.ncbi.nlm.nih.gov/pubmed/21742760
The Lin28/let-7 axis regulates glucose metabolism.,"Zhu H, Shyh-Chang N, Segrè AV, Shinoda G, Shah SP, Einhorn WS, Takeuchi A, Engreitz JM, Hagan JP, Kharas MG, Urbach A, Thornton JE, Triboulet R, Gregory RI, DIAGRAM Consortium , MAGIC Investigators , Altshuler D, Daley GQ",Cell,2011,2011-09-30,2011-10-04,147,1,81-94,10.1016/j.cell.2011.08.033,21962509,NGI Uppsala (SNP&SEQ Technology Platform),,26465db735494c02b2ad1f38180a9d7d,https://publications.scilifelab.se/publication/26465db735494c02b2ad1f38180a9d7d,https://doi.org/10.1016/j.cell.2011.08.033,https://www.ncbi.nlm.nih.gov/pubmed/21962509
ProteinSeq: high-performance proteomic analyses by proximity ligation and next generation sequencing.,"Darmanis S, Nong RY, Vänelid J, Siegbahn A, Ericsson O, Fredriksson S, Bäcklin C, Gut M, Heath S, Gut IG, Wallentin L, Gustafsson MG, Kamali-Moghaddam M, Landegren U",PLoS ONE,2011,2011-09-29,2011-09-29,6,9,e25583,10.1371/journal.pone.0025583,21980495,PLA Proteomics,,f31c7353d64b4670a6aeec535daabd05,https://publications.scilifelab.se/publication/f31c7353d64b4670a6aeec535daabd05,https://doi.org/10.1371/journal.pone.0025583,https://www.ncbi.nlm.nih.gov/pubmed/21980495
High RBM3 expression in prostate cancer independently predicts a reduced risk of biochemical recurrence and disease progression.,"Jonsson L, Gaber A, Ulmert D, Uhlén M, Bjartell A, Jirström K",Diagn Pathol,2011,2011-09-28,2011-09-28,6,,91,10.1186/1746-1596-6-91,21955582,Tissue Profiling,,bd893df429b04bdaa7b14f91038c1707,https://publications.scilifelab.se/publication/bd893df429b04bdaa7b14f91038c1707,https://doi.org/10.1186/1746-1596-6-91,https://www.ncbi.nlm.nih.gov/pubmed/21955582
Genome-wide association study identifies six new loci influencing pulse pressure and mean arterial pressure.,"Wain LV, Verwoert GC, O'Reilly PF, Shi G, Johnson T, Johnson AD, Bochud M, Rice KM, Henneman P, Smith AV, Ehret GB, Amin N, Larson MG, Mooser V, Hadley D, Dörr M, Bis JC, Aspelund T, Esko T, Janssens AC, Zhao JH, Heath S, Laan M, Fu J, Pistis G, Luan J, Arora P, Lucas G, Pirastu N, Pichler I, Jackson AU, Webster RJ, Zhang F, Peden JF, Schmidt H, Tanaka T, Campbell H, Igl W, Milaneschi Y, Hottenga JJ, Vitart V, Chasman DI, Trompet S, Bragg-Gresham JL, Alizadeh BZ, Chambers JC, Guo X, Lehtimäki T, Kühnel B, Lopez LM, Polašek O, Boban M, Nelson CP, Morrison AC, Pihur V, Ganesh SK, Hofman A, Kundu S, Mattace-Raso FU, Rivadeneira F, Sijbrands EJ, Uitterlinden AG, Hwang SJ, Vasan RS, Wang TJ, Bergmann S, Vollenweider P, Waeber G, Laitinen J, Pouta A, Zitting P, McArdle WL, Kroemer HK, Völker U, Völzke H, Glazer NL, Taylor KD, Harris TB, Alavere H, Haller T, Keis A, Tammesoo ML, Aulchenko Y, Barroso I, Khaw KT, Galan P, Hercberg S, Lathrop M, Eyheramendy S, Org E, Sõber S, Lu X, Nolte IM, Penninx BW, Corre T, Masciullo C, Sala C, Groop L, Voight BF, Melander O, O'Donnell CJ, Salomaa V, d'Adamo AP, Fabretto A, Faletra F, Ulivi S, Del Greco F, Facheris M, Collins FS, Bergman RN, Beilby JP, Hung J, Musk AW, Mangino M, Shin SY, Soranzo N, Watkins H, Goel A, Hamsten A, Gider P, Loitfelder M, Zeginigg M, Hernandez D, Najjar SS, Navarro P, Wild SH, Corsi AM, Singleton A, de Geus EJ, Willemsen G, Parker AN, Rose LM, Buckley B, Stott D, Orru M, Uda M, LifeLines Cohort Study , van der Klauw MM, Zhang W, Li X, Scott J, Chen YD, Burke GL, Kähönen M, Viikari J, Döring A, Meitinger T, Davies G, Starr JM, Emilsson V, Plump A, Lindeman JH, Hoen PA, König IR, EchoGen consortium , Felix JF, Clarke R, Hopewell JC, Ongen H, Breteler M, Debette S, Destefano AL, Fornage M, AortaGen Consortium , Mitchell GF, CHARGE Consortium Heart Failure Working Group , Smith NL, KidneyGen consortium , Holm H, Stefansson K, Thorleifsson G, Thorsteinsdottir U, CKDGen consortium , Cardiogenics consortium , CardioGram , Samani NJ, Preuss M, Rudan I, Hayward C, Deary IJ, Wichmann HE, Raitakari OT, Palmas W, Kooner JS, Stolk RP, Jukema JW, Wright AF, Boomsma DI, Bandinelli S, Gyllensten UB, Wilson JF, Ferrucci L, Schmidt R, Farrall M, Spector TD, Palmer LJ, Tuomilehto J, Pfeufer A, Gasparini P, Siscovick D, Altshuler D, Loos RJ, Toniolo D, Snieder H, Gieger C, Meneton P, Wareham NJ, Oostra BA, Metspalu A, Launer L, Rettig R, Strachan DP, Beckmann JS, Witteman JC, Erdmann J, van Dijk KW, Boerwinkle E, Boehnke M, Ridker PM, Jarvelin MR, Chakravarti A, Abecasis GR, Gudnason V, Newton-Cheh C, Levy D, Munroe PB, Psaty BM, Caulfield MJ, Rao DC, Tobin MD, Elliott P, van Duijn CM",Nat. Genet.,2011,2011-09-11,2011-09-11,43,10,1005-1011,10.1038/ng.922,21909110,NGI Uppsala (SNP&SEQ Technology Platform),Service,5d41d0cc474541e9afaa45f363ded507,https://publications.scilifelab.se/publication/5d41d0cc474541e9afaa45f363ded507,https://doi.org/10.1038/ng.922,https://www.ncbi.nlm.nih.gov/pubmed/21909110
"Engineering GST M2-2 for high activity with indene 1,2-oxide and indication of an H-site residue sustaining catalytic promiscuity.","Norrgård MA, Mannervik B",J. Mol. Biol.,2011,2011-09-09,2011-08-09,412,1,111-120,10.1016/j.jmb.2011.07.039,21821040,NGI Uppsala (Uppsala Genome Center),,8e439b7d2309467a875a218e7ba3b1fe,https://publications.scilifelab.se/publication/8e439b7d2309467a875a218e7ba3b1fe,https://doi.org/10.1016/j.jmb.2011.07.039,https://www.ncbi.nlm.nih.gov/pubmed/21821040
Large-scale protein profiling in human cell lines using antibody-based proteomics.,"Fagerberg L, Strömberg S, El-Obeid A, Gry M, Nilsson K, Uhlen M, Ponten F, Asplund A",J. Proteome Res.,2011,2011-09-02,2011-07-06,10,9,4066-4075,10.1021/pr200259v,21726073,Tissue Profiling,,cbad22e00c3f4d66847be8d00ab25dc7,https://publications.scilifelab.se/publication/cbad22e00c3f4d66847be8d00ab25dc7,https://doi.org/10.1021/pr200259v,https://www.ncbi.nlm.nih.gov/pubmed/21726073
Transcriptional profiling of C. elegans DAF-19 uncovers a ciliary base-associated protein and a CDK/CCRK/LF2p-related kinase required for intraflagellar transport.,"Phirke P, Efimenko E, Mohan S, Burghoorn J, Crona F, Bakhoum MW, Trieb M, Schuske K, Jorgensen EM, Piasecki BP, Leroux MR, Swoboda P",Dev. Biol.,2011,2011-09-01,2011-07-12,357,1,235-247,10.1016/j.ydbio.2011.06.028,21740898,Bioinformatics and Expression Analysis (BEA),,457a79d276644f8385739cf57840531b,https://publications.scilifelab.se/publication/457a79d276644f8385739cf57840531b,https://doi.org/10.1016/j.ydbio.2011.06.028,https://www.ncbi.nlm.nih.gov/pubmed/21740898
Genomic and clinical characteristics of six patients with partially overlapping interstitial deletions at 10p12p11.,"Wentzel C, Rajcan-Separovic E, Ruivenkamp CA, Chantot-Bastaraud S, Metay C, Andrieux J, Annerén G, Gijsbers AC, Druart L, Hyon C, Portnoi MF, Stattin EL, Vincent-Delorme C, Kant SG, Steinraths M, Marlin S, Giurgea I, Thuresson AC",Eur. J. Hum. Genet.,2011,2011-09-00,2011-04-28,19,9,959-964,10.1038/ejhg.2011.71,21522184,"Array and Analysis Facility, NGI Uppsala (Uppsala Genome Center)",,28081e743c0d419d98e741189dd798b0,https://publications.scilifelab.se/publication/28081e743c0d419d98e741189dd798b0,https://doi.org/10.1038/ejhg.2011.71,https://www.ncbi.nlm.nih.gov/pubmed/21522184
Dystrobrevin-binding protein 1 gene (DTNBP1) variants associated with cerebrospinal fluid homovanillic acid and 5-hydroxyindoleacetic acid concentrations in healthy volunteers.,"Andreou D, Saetre P, Kähler AK, Werge T, Andreassen OA, Agartz I, Sedvall GC, Hall H, Terenius L, Jönsson EG",Eur Neuropsychopharmacol,2011,2011-09-00,2011-02-08,21,9,700-704,10.1016/j.euroneuro.2010.12.008,21295953,NGI Uppsala (SNP&SEQ Technology Platform),,8ea9018926f340969057657f66916509,https://publications.scilifelab.se/publication/8ea9018926f340969057657f66916509,https://doi.org/10.1016/j.euroneuro.2010.12.008,https://www.ncbi.nlm.nih.gov/pubmed/21295953
Variants in STAT5B associate with serum TC and LDL-C levels.,"Kornfeld JW, Isaacs A, Vitart V, Pospisilik JA, Meitinger T, Gyllensten U, Wilson JF, Rudan I, Campbell H, Penninger JM, Sexl V, Moriggl R, van Duijn C, Pramstaller PP, Hicks AA",J. Clin. Endocrinol. Metab.,2011,2011-09-00,2011-07-15,96,9,E1496-E1501,10.1210/jc.2011-0322,21752895,NGI Uppsala (Uppsala Genome Center),,aefd890bfba14f1c884cfa73bfe11a17,https://publications.scilifelab.se/publication/aefd890bfba14f1c884cfa73bfe11a17,https://doi.org/10.1210/jc.2011-0322,https://www.ncbi.nlm.nih.gov/pubmed/21752895
Structural features determining the intestinal epithelial permeability and efflux of novel HIV-1 protease inhibitors.,"Lazorova L, Hubatsch I, Ekegren JK, Gising J, Nakai D, Zaki NM, Bergström CAS, Norinder U, Larhed M, Artursson P",J Pharm Sci,2011,2011-09-00,2011-04-15,100,9,3763-3772,10.1002/jps.22570,21491458,Chemical Biology Consortium Sweden (CBCS),Collaborative,bd08d776fa434ae89b3d06f940278595,https://publications.scilifelab.se/publication/bd08d776fa434ae89b3d06f940278595,https://doi.org/10.1002/jps.22570,https://www.ncbi.nlm.nih.gov/pubmed/21491458
Large-scale gene-centric analysis identifies novel variants for coronary artery disease.,IBC 50K CAD Consortium N,PLoS Genet.,2011,2011-09-00,2011-09-22,7,9,e1002260,10.1371/journal.pgen.1002260,21966275,NGI Uppsala (SNP&SEQ Technology Platform),,e9129eb207414720af691c5ae6d3c0c1,https://publications.scilifelab.se/publication/e9129eb207414720af691c5ae6d3c0c1,https://doi.org/10.1371/journal.pgen.1002260,https://www.ncbi.nlm.nih.gov/pubmed/21966275
Total zinc intake may modify the glucose-raising effect of a zinc transporter (SLC30A8) variant: a 14-cohort meta-analysis.,"Kanoni S, Nettleton JA, Hivert MF, Ye Z, van Rooij FJ, Shungin D, Sonestedt E, Ngwa JS, Wojczynski MK, Lemaitre RN, Gustafsson S, Anderson JS, Tanaka T, Hindy G, Saylor G, Renstrom F, Bennett AJ, van Duijn CM, Florez JC, Fox CS, Hofman A, Hoogeveen RC, Houston DK, Hu FB, Jacques PF, Johansson I, Lind L, Liu Y, McKeown N, Ordovas J, Pankow JS, Sijbrands EJ, Syvänen AC, Uitterlinden AG, Yannakoulia M, Zillikens MC, MAGIC Investigators , Wareham NJ, Prokopenko I, Bandinelli S, Forouhi NG, Cupples LA, Loos RJ, Hallmans G, Dupuis J, Langenberg C, Ferrucci L, Kritchevsky SB, McCarthy MI, Ingelsson E, Borecki IB, Witteman JC, Orho-Melander M, Siscovick DS, Meigs JB, Franks PW, Dedoussis GV",Diabetes,2011,2011-09-00,2011-08-04,60,9,2407-2416,10.2337/db11-0176,21810599,NGI Uppsala (SNP&SEQ Technology Platform),,f37b1c10ed744c518eed964c839c42c7,https://publications.scilifelab.se/publication/f37b1c10ed744c518eed964c839c42c7,https://doi.org/10.2337/db11-0176,https://www.ncbi.nlm.nih.gov/pubmed/21810599
Combinations of SNPs related to signal transduction in bipolar disorder.,"Koefoed P, Andreassen OA, Bennike B, Dam H, Djurovic S, Hansen T, Jorgensen MB, Kessing LV, Melle I, Møller GL, Mors O, Werge T, Mellerup E",PLoS ONE,2011,2011-08-29,2011-08-29,6,8,e23812,10.1371/journal.pone.0023812,21897858,NGI Uppsala (SNP&SEQ Technology Platform),Service,70ec8d14993e49d2aa57009ad74f8c99,https://publications.scilifelab.se/publication/70ec8d14993e49d2aa57009ad74f8c99,https://doi.org/10.1371/journal.pone.0023812,https://www.ncbi.nlm.nih.gov/pubmed/21897858
Identification of Bacterial Target Proteins for the Salicylidene Acylhydrazide Class of Virulence-blocking Compounds,"Wang D, Zetterström CE, Gabrielsen M, Beckham KSH, Tree JJ, Macdonald SE, Byron O, Mitchell TJ, Gally DL, Herzyk P, Mahajan A, Uvell H, Burchmore R, Smith BO, Elofsson M, Roe AJ",J. Biol. Chem.,2011,2011-08-26,2011-07-01,286,34,29922-29931,10.1074/jbc.m111.233858,,Chemical Biology Consortium Sweden (CBCS),Collaborative,d7bd1c5050d3453eb235b0dd54f012bc,https://publications.scilifelab.se/publication/d7bd1c5050d3453eb235b0dd54f012bc,https://doi.org/10.1074/jbc.m111.233858,
Changes in the acetogenic population in a mesophilic anaerobic digester in response to increasing ammonia concentration.,"Westerholm M, Müller B, Arthurson V, Schnürer A",Microbes Environ.,2011,2011-08-24,2011-08-24,26,4,347-353,10.1264/jsme2.ME11123,21869569,NGI Uppsala (Uppsala Genome Center),,3aff75dc3c16442eb233d9aad15df027,https://publications.scilifelab.se/publication/3aff75dc3c16442eb233d9aad15df027,https://doi.org/10.1264/jsme2.ME11123,https://www.ncbi.nlm.nih.gov/pubmed/21869569
Identification of cis- and trans-acting genetic variants explaining up to half the variation in circulating vascular endothelial growth factor levels.,"Debette S, Visvikis-Siest S, Chen MH, Ndiaye NC, Song C, Destefano A, Safa R, Azimi Nezhad M, Sawyer D, Marteau JB, Xanthakis V, Siest G, Sullivan L, Pfister M, Smith H, Choi SH, Lamont J, Lind L, Yang Q, Fitzgerald P, Ingelsson E, Vasan RS, Seshadri S",Circ. Res.,2011,2011-08-19,2011-07-16,109,5,554-563,10.1161/CIRCRESAHA.111.243790,21757650,NGI Uppsala (SNP&SEQ Technology Platform),,a19b8f04ff8a4fa8902afc4c54a0627f,https://publications.scilifelab.se/publication/a19b8f04ff8a4fa8902afc4c54a0627f,https://doi.org/10.1161/CIRCRESAHA.111.243790,https://www.ncbi.nlm.nih.gov/pubmed/21757650
Characterization of a 8q21.11 microdeletion syndrome associated with intellectual disability and a recognizable phenotype.,"Palomares M, Delicado A, Mansilla E, de Torres ML, Vallespín E, Fernandez L, Martinez-Glez V, García-Miñaur S, Nevado J, Simarro FS, Ruiz-Perez VL, Lynch SA, Sharkey FH, Thuresson AC, Annerén G, Belligni EF, Martínez-Fernández ML, Bermejo E, Nowakowska B, Kutkowska-Kazmierczak A, Bocian E, Obersztyn E, Martínez-Frías ML, Hennekam RC, Lapunzina P",Am. J. Hum. Genet.,2011,2011-08-12,2011-08-02,89,2,295-301,10.1016/j.ajhg.2011.06.012,21802062,NGI Uppsala (Uppsala Genome Center),,e5d5b927ec6340288650334b6f1e3e0a,https://publications.scilifelab.se/publication/e5d5b927ec6340288650334b6f1e3e0a,https://doi.org/10.1016/j.ajhg.2011.06.012,https://www.ncbi.nlm.nih.gov/pubmed/21802062
Genetic risk and a primary role for cell-mediated immune mechanisms in multiple sclerosis.,"International Multiple Sclerosis Genetics Consortium , Wellcome Trust Case Control Consortium 2 , Sawcer S, Hellenthal G, Pirinen M, Spencer CC, Patsopoulos NA, Moutsianas L, Dilthey A, Su Z, Freeman C, Hunt SE, Edkins S, Gray E, Booth DR, Potter SC, Goris A, Band G, Oturai AB, Strange A, Saarela J, Bellenguez C, Fontaine B, Gillman M, Hemmer B, Gwilliam R, Zipp F, Jayakumar A, Martin R, Leslie S, Hawkins S, Giannoulatou E, D'alfonso S, Blackburn H, Martinelli Boneschi F, Liddle J, Harbo HF, Perez ML, Spurkland A, Waller MJ, Mycko MP, Ricketts M, Comabella M, Hammond N, Kockum I, McCann OT, Ban M, Whittaker P, Kemppinen A, Weston P, Hawkins C, Widaa S, Zajicek J, Dronov S, Robertson N, Bumpstead SJ, Barcellos LF, Ravindrarajah R, Abraham R, Alfredsson L, Ardlie K, Aubin C, Baker A, Baker K, Baranzini SE, Bergamaschi L, Bergamaschi R, Bernstein A, Berthele A, Boggild M, Bradfield JP, Brassat D, Broadley SA, Buck D, Butzkueven H, Capra R, Carroll WM, Cavalla P, Celius EG, Cepok S, Chiavacci R, Clerget-Darpoux F, Clysters K, Comi G, Cossburn M, Cournu-Rebeix I, Cox MB, Cozen W, Cree BA, Cross AH, Cusi D, Daly MJ, Davis E, de Bakker PI, Debouverie M, D'hooghe MB, Dixon K, Dobosi R, Dubois B, Ellinghaus D, Elovaara I, Esposito F, Fontenille C, Foote S, Franke A, Galimberti D, Ghezzi A, Glessner J, Gomez R, Gout O, Graham C, Grant SF, Guerini FR, Hakonarson H, Hall P, Hamsten A, Hartung HP, Heard RN, Heath S, Hobart J, Hoshi M, Infante-Duarte C, Ingram G, Ingram W, Islam T, Jagodic M, Kabesch M, Kermode AG, Kilpatrick TJ, Kim C, Klopp N, Koivisto K, Larsson M, Lathrop M, Lechner-Scott JS, Leone MA, Leppä V, Liljedahl U, Bomfim IL, Lincoln RR, Link J, Liu J, Lorentzen AR, Lupoli S, Macciardi F, Mack T, Marriott M, Martinelli V, Mason D, McCauley JL, Mentch F, Mero IL, Mihalova T, Montalban X, Mottershead J, Myhr KM, Naldi P, Ollier W, Page A, Palotie A, Pelletier J, Piccio L, Pickersgill T, Piehl F, Pobywajlo S, Quach HL, Ramsay PP, Reunanen M, Reynolds R, Rioux JD, Rodegher M, Roesner S, Rubio JP, Rückert IM, Salvetti M, Salvi E, Santaniello A, Schaefer CA, Schreiber S, Schulze C, Scott RJ, Sellebjerg F, Selmaj KW, Sexton D, Shen L, Simms-Acuna B, Skidmore S, Sleiman PM, Smestad C, Sørensen PS, Søndergaard HB, Stankovich J, Strange RC, Sulonen AM, Sundqvist E, Syvänen AC, Taddeo F, Taylor B, Blackwell JM, Tienari P, Bramon E, Tourbah A, Brown MA, Tronczynska E, Casas JP, Tubridy N, Corvin A, Vickery J, Jankowski J, Villoslada P, Markus HS, Wang K, Mathew CG, Wason J, Palmer CN, Wichmann HE, Plomin R, Willoughby E, Rautanen A, Winkelmann J, Wittig M, Trembath RC, Yaouanq J, Viswanathan AC, Zhang H, Wood NW, Zuvich R, Deloukas P, Langford C, Duncanson A, Oksenberg JR, Pericak-Vance MA, Haines JL, Olsson T, Hillert J, Ivinson AJ, De Jager PL, Peltonen L, Stewart GJ, Hafler DA, Hauser SL, McVean G, Donnelly P, Compston A",Nature,2011,2011-08-10,2011-08-10,476,7359,214-219,10.1038/nature10251,21833088,NGI Uppsala (SNP&SEQ Technology Platform),,63510104f3784bf9b3a3a73f29b7ae65,https://publications.scilifelab.se/publication/63510104f3784bf9b3a3a73f29b7ae65,https://doi.org/10.1038/nature10251,https://www.ncbi.nlm.nih.gov/pubmed/21833088
Functional and prognostic relevance of the homeobox protein MSX2 in malignant melanoma.,"Gremel G, Ryan D, Rafferty M, Lanigan F, Hegarty S, Lavelle M, Murphy I, Unwin L, Joyce C, Faller W, McDermott EW, Sheahan K, Ponten F, Gallagher WM",Br. J. Cancer,2011,2011-08-09,2011-07-07,105,4,565-574,10.1038/bjc.2011.249,21730974,Tissue Profiling,,952052b847a94bd796d1d8a6943902b9,https://publications.scilifelab.se/publication/952052b847a94bd796d1d8a6943902b9,https://doi.org/10.1038/bjc.2011.249,https://www.ncbi.nlm.nih.gov/pubmed/21730974
Mapping the subcellular protein distribution in three human cell lines.,"Fagerberg L, Stadler C, Skogs M, Hjelmare M, Jonasson K, Wiking M, Abergh A, Uhlén M, Lundberg E",J. Proteome Res.,2011,2011-08-05,2011-06-17,10,8,3766-3777,10.1021/pr200379a,21675716,Cell Profiling,,24d391bebc0340e9b9fb89683845c7d2,https://publications.scilifelab.se/publication/24d391bebc0340e9b9fb89683845c7d2,https://doi.org/10.1021/pr200379a,https://www.ncbi.nlm.nih.gov/pubmed/21675716
