Title,Authors,Journal,Year,Published,E-published,Volume,Issue,Pages,DOI,PMID,Labels,Qualifiers,IUID,URL,DOI URL,PubMed URL
Ebsulfur Is a Benzisothiazolone Cytocidal Inhibitor Targeting the Trypanothione Reductase ofTrypanosoma brucei,"Lu J, Vodnala SK, Gustavsson AL, Gustafsson TN, Sjöberg B, Johansson HA, Kumar S, Tjernberg A, Engman L, Rottenberg ME, Holmgren A",J. Biol. Chem.,2013,2013-09-20,2013-07-29,288,38,27456-27468,10.1074/jbc.m113.495101,,Chemical Biology Consortium Sweden (CBCS),Collaborative,f860b4e98f3044179bb6ac075c1296ff,https://publications.scilifelab.se/publication/f860b4e98f3044179bb6ac075c1296ff,https://doi.org/10.1074/jbc.m113.495101,
Hydrogenosomes in the diplomonad Spironucleus salmonicida.,"Jerlström-Hultqvist J, Einarsson E, Xu F, Hjort K, Ek B, Steinhauf D, Hultenby K, Bergquist J, Andersson JO, Svärd SG",Nat Commun,2013,2013-09-18,2013-09-18,4,,2493,10.1038/ncomms3493,24042146,"Mass Spectrometry-based Proteomics, Uppsala",,1a635d4304824c54b6edcca43eb98c0e,https://publications.scilifelab.se/publication/1a635d4304824c54b6edcca43eb98c0e,https://doi.org/10.1038/ncomms3493,https://www.ncbi.nlm.nih.gov/pubmed/24042146
Multiethnic meta-analysis of genome-wide association studies in >100 000 subjects identifies 23 fibrinogen-associated Loci but no strong evidence of a causal association between circulating fibrinogen and cardiovascular disease.,"Sabater-Lleal M, Huang J, Chasman D, Naitza S, Dehghan A, Johnson AD, Teumer A, Reiner AP, Folkersen L, Basu S, Rudnicka AR, Trompet S, Mälarstig A, Baumert J, Bis JC, Guo X, Hottenga JJ, Shin SY, Lopez LM, Lahti J, Tanaka T, Yanek LR, Oudot-Mellakh T, Wilson JF, Navarro P, Huffman JE, Zemunik T, Redline S, Mehra R, Pulanic D, Rudan I, Wright AF, Kolcic I, Polasek O, Wild SH, Campbell H, Curb JD, Wallace R, Liu S, Eaton CB, Becker DM, Becker LC, Bandinelli S, Räikkönen K, Widen E, Palotie A, Fornage M, Green D, Gross M, Davies G, Harris SE, Liewald DC, Starr JM, Williams FM, Grant PJ, Spector TD, Strawbridge RJ, Silveira A, Sennblad B, Rivadeneira F, Uitterlinden AG, Franco OH, Hofman A, van Dongen J, Willemsen G, Boomsma DI, Yao J, Swords Jenny N, Haritunians T, McKnight B, Lumley T, Taylor KD, Rotter JI, Psaty BM, Peters A, Gieger C, Illig T, Grotevendt A, Homuth G, Völzke H, Kocher T, Goel A, Franzosi MG, Seedorf U, Clarke R, Steri M, Tarasov KV, Sanna S, Schlessinger D, Stott DJ, Sattar N, Buckley BM, Rumley A, Lowe GD, McArdle WL, Chen MH, Tofler GH, Song J, Boerwinkle E, Folsom AR, Rose LM, Franco-Cereceda A, Teichert M, Ikram MA, Mosley TH, Bevan S, Dichgans M, Rothwell PM, Sudlow CL, Hopewell JC, Chambers JC, Saleheen D, Kooner JS, Danesh J, Nelson CP, Erdmann J, Reilly MP, Kathiresan S, Schunkert H, Morange PE, Ferrucci L, Eriksson JG, Jacobs D, Deary IJ, Soranzo N, Witteman JC, de Geus EJ, Tracy RP, Hayward C, Koenig W, Cucca F, Jukema JW, Eriksson P, Seshadri S, Markus HS, Watkins H, Samani NJ, VTE Consortium , STROKE Consortium , Wellcome Trust Case Control Consortium 2 (WTCCC2) , C4D Consortium , CARDIoGRAM Consortium , Wallaschofski H, Smith NL, Tregouet D, Ridker PM, Tang W, Strachan DP, Hamsten A, O'Donnell CJ",Circulation,2013,2013-09-17,2013-08-24,128,12,1310-1324,10.1161/CIRCULATIONAHA.113.002251,23969696,"NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production)",,96d1d883dc3749999572787646fb4357,https://publications.scilifelab.se/publication/96d1d883dc3749999572787646fb4357,https://doi.org/10.1161/CIRCULATIONAHA.113.002251,https://www.ncbi.nlm.nih.gov/pubmed/23969696
Blood plasma IgG Fc glycans are significantly altered in Alzheimer's disease and progressive mild cognitive impairment.,"Lundström SL, Yang H, Lyutvinskiy Y, Rutishauser D, Herukka SK, Soininen H, Zubarev RA",J. Alzheimers Dis.,2013,2013-09-14,2013-09-14,38,3,567-579,10.3233/JAD-131088,24028868,Advanced Mass Spectrometry Proteomics,,5558f49c0d14434ca91aaa3af36c3a83,https://publications.scilifelab.se/publication/5558f49c0d14434ca91aaa3af36c3a83,https://doi.org/10.3233/JAD-131088,https://www.ncbi.nlm.nih.gov/pubmed/24028868
"Deep resequencing of GWAS loci identifies rare variants in CARD9, IL23R and RNF186 that are associated with ulcerative colitis.","Beaudoin M, Goyette P, Boucher G, Lo KS, Rivas MA, Stevens C, Alikashani A, Ladouceur M, Ellinghaus D, Törkvist L, Goel G, Lagacé C, Annese V, Bitton A, Begun J, Brant SR, Bresso F, Cho JH, Duerr RH, Halfvarson J, McGovern DP, Radford-Smith G, Schreiber S, Schumm PL, Sharma Y, Silverberg MS, Weersma RK, Quebec IBD Genetics Consortium , NIDDK IBD Genetics Consortium , International IBD Genetics Consortium , D'Amato M, Vermeire S, Franke A, Lettre G, Xavier RJ, Daly MJ, Rioux JD",PLoS Genet.,2013,2013-09-12,2013-09-12,9,9,e1003723,10.1371/journal.pgen.1003723,24068945,Mutation Analysis Facility (MAF),,d81c4c7c42fa48b1aab8d96dcec59d9e,https://publications.scilifelab.se/publication/d81c4c7c42fa48b1aab8d96dcec59d9e,https://doi.org/10.1371/journal.pgen.1003723,https://www.ncbi.nlm.nih.gov/pubmed/24068945
A tosyl-activated magnetic bead cellulose as solid support for sensitive protein detection.,"Yan J, Horák D, Lenfeld J, Hammond M, Kamali-Moghaddam M",J. Biotechnol.,2013,2013-09-10,2013-07-03,167,3,235-240,10.1016/j.jbiotec.2013.06.010,23811391,PLA Proteomics,,9a73e95a9e86494aa06f2bd3acab89d9,https://publications.scilifelab.se/publication/9a73e95a9e86494aa06f2bd3acab89d9,https://doi.org/10.1016/j.jbiotec.2013.06.010,https://www.ncbi.nlm.nih.gov/pubmed/23811391
The Oct1 homolog Nubbin is a repressor of NF-κB-dependent immune gene expression that increases the tolerance to gut microbiota.,"Dantoft W, Davis MM, Lindvall JM, Tang X, Uvell H, Junell A, Beskow A, Engström Y",BMC Biol.,2013,2013-09-06,2013-09-06,11,,99,10.1186/1741-7007-11-99,24010524,Bioinformatics and Expression Analysis (BEA),,2b57558de7fe4a87857ad29f0c641235,https://publications.scilifelab.se/publication/2b57558de7fe4a87857ad29f0c641235,https://doi.org/10.1186/1741-7007-11-99,https://www.ncbi.nlm.nih.gov/pubmed/24010524
Post-zygotic and inter-individual structural genetic variation in a presumptive enhancer element of the locus between the IL10Rβ and IFNAR1 genes.,"Razzaghian HR, Forsberg LA, Prakash KR, Przerada S, Paprocka H, Zywicka A, Westerman MP, Pedersen NL, O'Hanlon TP, Rider LG, Miller FW, Srutek E, Jankowski M, Zegarski W, Piotrowski A, Absher D, Dumanski JP",PLoS ONE,2013,2013-09-04,2013-09-04,8,9,e67752,10.1371/journal.pone.0067752,24023707,NGI Uppsala (SNP&SEQ Technology Platform),,f76e9c19c0b74aaba112e0f708d80622,https://publications.scilifelab.se/publication/f76e9c19c0b74aaba112e0f708d80622,https://doi.org/10.1371/journal.pone.0067752,https://www.ncbi.nlm.nih.gov/pubmed/24023707
Progesterone receptor negativity is an independent risk factor for relapse in patients with early stage endometrioid endometrial adenocarcinoma.,"Huvila J, Talve L, Carpén O, Edqvist PH, Pontén F, Grénman S, Auranen A",Gynecol. Oncol.,2013,2013-09-00,2013-06-20,130,3,463-469,10.1016/j.ygyno.2013.06.015,23777659,Tissue Profiling,,0a2bb6fdb7254f0c9c89f417df79602e,https://publications.scilifelab.se/publication/0a2bb6fdb7254f0c9c89f417df79602e,https://doi.org/10.1016/j.ygyno.2013.06.015,https://www.ncbi.nlm.nih.gov/pubmed/23777659
Autoantibody profiling in multiple sclerosis using arrays of human protein fragments.,"Ayoglu B, Häggmark A, Khademi M, Olsson T, Uhlén M, Schwenk JM, Nilsson P",Mol. Cell Proteomics,2013,2013-09-00,2013-06-05,12,9,2657-2672,10.1074/mcp.M112.026757,23732997,Autoimmunity Profiling,Technology development,0d26cf1338444ca88be5a65923130cb5,https://publications.scilifelab.se/publication/0d26cf1338444ca88be5a65923130cb5,https://doi.org/10.1074/mcp.M112.026757,https://www.ncbi.nlm.nih.gov/pubmed/23732997
Structural insights into substrate recognition in proton-dependent oligopeptide transporters.,"Guettou F, Quistgaard EM, Trésaugues L, Moberg P, Jegerschöld C, Zhu L, Jong AJ, Nordlund P, Löw C",EMBO Rep.,2013,2013-09-00,2013-07-23,14,9,804-810,10.1038/embor.2013.107,23867627,Protein Science Facility (PSF),,14e9532cc5b04ab5b73ec0e0ef75acff,https://publications.scilifelab.se/publication/14e9532cc5b04ab5b73ec0e0ef75acff,https://doi.org/10.1038/embor.2013.107,https://www.ncbi.nlm.nih.gov/pubmed/23867627
Role of individual MARK isoforms in phosphorylation of tau at Ser²⁶² in Alzheimer's disease.,"Gu GJ, Lund H, Wu D, Blokzijl A, Classon C, von Euler G, Landegren U, Sunnemark D, Kamali-Moghaddam M",Neuromolecular Med.,2013,2013-09-00,2013-05-15,15,3,458-469,10.1007/s12017-013-8232-3,23666762,"Clinical Biomarkers, PLA Proteomics",,1586cc24013f4a42a0b1fa3294c39f98,https://publications.scilifelab.se/publication/1586cc24013f4a42a0b1fa3294c39f98,https://doi.org/10.1007/s12017-013-8232-3,https://www.ncbi.nlm.nih.gov/pubmed/23666762
Genes identified in Asian SLE GWASs are also associated with SLE in Caucasian populations.,"Wang C, Ahlford A, Järvinen TM, Nordmark G, Eloranta ML, Gunnarsson I, Svenungsson E, Padyukov L, Sturfelt G, Jönsen A, Bengtsson AA, Truedsson L, Eriksson C, Rantapää-Dahlqvist S, Sjöwall C, Julkunen H, Criswell LA, Graham RR, Behrens TW, Kere J, Rönnblom L, Syvänen AC, Sandling JK",Eur. J. Hum. Genet.,2013,2013-09-00,2012-12-20,21,9,994-999,10.1038/ejhg.2012.277,23249952,NGI Uppsala (SNP&SEQ Technology Platform),,22d0bfd4cf7a4bdfaca700da148cbe5d,https://publications.scilifelab.se/publication/22d0bfd4cf7a4bdfaca700da148cbe5d,https://doi.org/10.1038/ejhg.2012.277,https://www.ncbi.nlm.nih.gov/pubmed/23249952
Multilocus genetic risk scores for coronary heart disease prediction.,"Ganna A, Magnusson PKE, Pedersen NL, de Faire U, Reilly M, Arnlöv J, Sundström J, Hamsten A, Ingelsson E",Arterioscler. Thromb. Vasc. Biol.,2013,2013-09-00,2013-05-21,33,9,2267-2272,10.1161/ATVBAHA.113.301218,23685553,NGI Uppsala (SNP&SEQ Technology Platform),,611d82b47d8b4be493d2d1d27197ef99,https://publications.scilifelab.se/publication/611d82b47d8b4be493d2d1d27197ef99,https://doi.org/10.1161/ATVBAHA.113.301218,https://www.ncbi.nlm.nih.gov/pubmed/23685553
High modal number and triple trisomies are highly correlated favorable factors in childhood B-cell precursor high hyperdiploid acute lymphoblastic leukemia treated according to the NOPHO ALL 1992/2000 protocols.,"Paulsson K, Forestier E, Andersen MK, Autio K, Barbany G, Borgström G, Cavelier L, Golovleva I, Heim S, Heinonen K, Hovland R, Johannsson JH, Kjeldsen E, Nordgren A, Palmqvist L, Johansson B, Nordic Society of Pediatric Hematology and Oncology (NOPHO) , Swedish Cytogenetic Leukemia Study Group (SCLSG) , NOPHO Leukemia Cytogenetic Study Group (NLCSG) ",Haematologica,2013,2013-09-00,2013-05-07,98,9,1424-1432,10.3324/haematol.2013.085852,23645689,"NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production)",,6ba32815774c43b8b25856bd5108600c,https://publications.scilifelab.se/publication/6ba32815774c43b8b25856bd5108600c,https://doi.org/10.3324/haematol.2013.085852,https://www.ncbi.nlm.nih.gov/pubmed/23645689
Identification of candidate oncogenes in human colorectal cancers with microsatellite instability.,"Gylfe AE, Kondelin J, Turunen M, Ristolainen H, Katainen R, Pitkänen E, Kaasinen E, Rantanen V, Tanskanen T, Varjosalo M, Lehtonen H, Palin K, Taipale M, Taipale J, Renkonen-Sinisalo L, Järvinen H, Böhm J, Mecklin JP, Ristimäki A, Kilpivaara O, Tuupanen S, Karhu A, Vahteristo P, Aaltonen LA",Gastroenterology,2013,2013-09-00,2013-05-21,145,3,540-3.e22,10.1053/j.gastro.2013.05.015,23684749,Karolinska High Throughput Center (KHTC),,6e0af6826e6d4032a7a49441bd18017b,https://publications.scilifelab.se/publication/6e0af6826e6d4032a7a49441bd18017b,https://doi.org/10.1053/j.gastro.2013.05.015,https://www.ncbi.nlm.nih.gov/pubmed/23684749
Genome-wide analysis shows association of epigenetic changes in regulators of Rab and Rho GTPases with spinal muscular atrophy severity.,"Zheleznyakova GY, Voisin S, Kiselev AV, Sällman Almén M, Xavier MJ, Maretina MA, Tishchenko LI, Fredriksson R, Baranov VS, Schiöth HB",Eur. J. Hum. Genet.,2013,2013-09-00,2013-01-10,21,9,988-993,10.1038/ejhg.2012.293,23299920,NGI Uppsala (Uppsala Genome Center),,7a67f7bf9bdb47b2af025f254c8aa4e3,https://publications.scilifelab.se/publication/7a67f7bf9bdb47b2af025f254c8aa4e3,https://doi.org/10.1038/ejhg.2012.293,https://www.ncbi.nlm.nih.gov/pubmed/23299920
Phylogeography of willow grouse (Lagopus lagopus) in the Arctic: taxonomic discordance as inferred from molecular data,"Höglund J, Wang B, Axelsson T, Quintela M",Biol J Linn Soc Lond,2013,2013-09-00,2013-05-22,110,1,77-90,10.1111/bij.12109,,NGI Uppsala (SNP&SEQ Technology Platform),Service,98979524ca9f43c49fa6b51d69edd243,https://publications.scilifelab.se/publication/98979524ca9f43c49fa6b51d69edd243,https://doi.org/10.1111/bij.12109,
Genetic relationship between five psychiatric disorders estimated from genome-wide SNPs.,"Cross-Disorder Group of the Psychiatric Genomics Consortium N, Lee SH, Ripke S, Neale BM, Faraone SV, Purcell SM, Perlis RH, Mowry BJ, Thapar A, Goddard ME, Witte JS, Absher D, Agartz I, Akil H, Amin F, Andreassen OA, Anjorin A, Anney R, Anttila V, Arking DE, Asherson P, Azevedo MH, Backlund L, Badner JA, Bailey AJ, Banaschewski T, Barchas JD, Barnes MR, Barrett TB, Bass N, Battaglia A, Bauer M, Bayés M, Bellivier F, Bergen SE, Berrettini W, Betancur C, Bettecken T, Biederman J, Binder EB, Black DW, Blackwood DHR, Bloss CS, Boehnke M, Boomsma DI, Breen G, Breuer R, Bruggeman R, Cormican P, Buccola NG, Buitelaar JK, Bunney WE, Buxbaum JD, Byerley WF, Byrne EM, Caesar S, Cahn W, Cantor RM, Casas M, Chakravarti A, Chambert K, Choudhury K, Cichon S, Cloninger CR, Collier DA, Cook EH, Coon H, Cormand B, Corvin A, Coryell WH, Craig DW, Craig IW, Crosbie J, Cuccaro ML, Curtis D, Czamara D, Datta S, Dawson G, Day R, De Geus EJ, Degenhardt F, Djurovic S, Donohoe GJ, Doyle AE, Duan J, Dudbridge F, Duketis E, Ebstein RP, Edenberg HJ, Elia J, Ennis S, Etain B, Fanous A, Farmer AE, Ferrier IN, Flickinger M, Fombonne E, Foroud T, Frank J, Franke B, Fraser C, Freedman R, Freimer NB, Freitag CM, Friedl M, Frisén L, Gallagher L, Gejman PV, Georgieva L, Gershon ES, Geschwind DH, Giegling I, Gill M, Gordon SD, Gordon-Smith K, Green EK, Greenwood TA, Grice DE, Gross M, Grozeva D, Guan W, Gurling H, De Haan L, Haines JL, Hakonarson H, Hallmayer J, Hamilton SP, Hamshere ML, Hansen TF, Hartmann AM, Hautzinger M, Heath AC, Henders AK, Herms S, Hickie IB, Hipolito M, Hoefels S, Holmans PA, Holsboer F, Hoogendijk WJ, Hottenga J, Hultman CM, Hus V, Ingason A, Ising M, Jamain S, Jones EG, Jones I, Jones L, Tzeng J, Kähler AK, Kahn RS, Kandaswamy R, Keller MC, Kennedy JL, Kenny E, Kent L, Kim Y, Kirov GK, Klauck SM, Klei L, Knowles JA, Kohli MA, Koller DL, Konte B, Korszun A, Krabbendam L, Krasucki R, Kuntsi J, Kwan P, Landén M, Långström N, Lathrop M, Lawrence J, Lawson WB, Leboyer M, Ledbetter DH, Lee PH, Lencz T, Lesch K, Levinson DF, Lewis CM, Li J, Lichtenstein P, Lieberman JA, Lin D, Linszen DH, Liu C, Lohoff FW, Loo SK, Lord C, Lowe JK, Lucae S, MacIntyre DJ, Madden PAF, Maestrini E, Magnusson PKE, Mahon PB, Maier W, Malhotra AK, Mane SM, Martin CL, Martin NG, Mattheisen M, Matthews K, Mattingsdal M, McCarroll SA, McGhee KA, McGough JJ, McGrath PJ, McGuffin P, McInnis MG, McIntosh A, McKinney R, McLean AW, McMahon FJ, McMahon WM, McQuillin A, Medeiros H, Medland SE, Meier S, Melle I, Meng F, Meyer J, Middeldorp CM, Middleton L, Milanova V, Miranda A, Monaco AP, Montgomery GW, Moran JL, Moreno-De-Luca D, Morken G, Morris DW, Morrow EM, Moskvina V, Muglia P, Mühleisen TW, Muir WJ, Müller-Myhsok B, Murtha M, Myers RM, Myin-Germeys I, Neale MC, Nelson SF, Nievergelt CM, Nikolov I, Nimgaonkar V, Nolen WA, Nöthen MM, Nurnberger JI, Nwulia EA, Nyholt DR, O'Dushlaine C, Oades RD, Olincy A, Oliveira G, Olsen L, Ophoff RA, Osby U, Owen MJ, Palotie A, Parr JR, Paterson AD, Pato CN, Pato MT, Penninx BW, Pergadia ML, Pericak-Vance MA, Pickard BS, Pimm J, Piven J, Posthuma D, Potash JB, Poustka F, Propping P, Puri V, Quested DJ, Quinn EM, Ramos-Quiroga JA, Rasmussen HB, Raychaudhuri S, Rehnström K, Reif A, Ribasés M, Rice JP, Rietschel M, Roeder K, Roeyers H, Rossin L, Rothenberger A, Rouleau G, Ruderfer D, Rujescu D, Sanders AR, Sanders SJ, Santangelo SL, Sergeant JA, Schachar R, Schalling M, Schatzberg AF, Scheftner WA, Schellenberg GD, Scherer SW, Schork NJ, Schulze TG, Schumacher J, Schwarz M, Scolnick E, Scott LJ, Shi J, Shilling PD, Shyn SI, Silverman JM, Slager SL, Smalley SL, Smit JH, Smith EN, Sonuga-Barke EJS, St Clair D, State M, Steffens M, Steinhausen H, Strauss JS, Strohmaier J, Stroup TS, Sutcliffe JS, Szatmari P, Szelinger S, Thirumalai S, Thompson RC, Todorov AA, Tozzi F, Treutlein J, Uhr M, van den Oord EJCG, Van Grootheest G, Van Os J, Vicente AM, Vieland VJ, Vincent JB, Visscher PM, Walsh CA, Wassink TH, Watson SJ, Weissman MM, Werge T, Wienker TF, Wijsman EM, Willemsen G, Williams N, Willsey AJ, Witt SH, Xu W, Young AH, Yu TW, Zammit S, Zandi PP, Zhang P, Zitman FG, Zöllner S, Devlin B, Kelsoe JR, Sklar P, Daly MJ, O'Donovan MC, Craddock N, Sullivan PF, Smoller JW, Kendler KS, Wray NR, International Inflammatory Bowel Disease Genetics Consortium (IIBDGC) N",Nat. Genet.,2013,2013-09-00,2013-08-13,45,9,984-994,10.1038/ng.2711,23933821,NGI Uppsala (SNP&SEQ Technology Platform),Service,b02e8bb899ba4039b9b40e26090fbe16,https://publications.scilifelab.se/publication/b02e8bb899ba4039b9b40e26090fbe16,https://doi.org/10.1038/ng.2711,https://www.ncbi.nlm.nih.gov/pubmed/23933821
Glutamatergic GRIN2B and polyaminergic ODC1 genes in suicide attempts: associations and gene-environment interactions with childhood/adolescent physical assault.,"Sokolowski M, Ben-Efraim YJ, Wasserman J, Wasserman D",Mol. Psychiatry,2013,2013-09-00,2012-08-02,18,9,985-992,10.1038/mp.2012.112,22850629,NGI Uppsala (SNP&SEQ Technology Platform),,e2ec88ee0b9b493cae196ed552db72f9,https://publications.scilifelab.se/publication/e2ec88ee0b9b493cae196ed552db72f9,https://doi.org/10.1038/mp.2012.112,https://www.ncbi.nlm.nih.gov/pubmed/22850629
Global DNA hypermethylation is associated with high serum levels of persistent organic pollutants in an elderly population.,"Lind L, Penell J, Luttropp K, Nordfors L, Syvänen AC, Axelsson T, Salihovic S, van Bavel B, Fall T, Ingelsson E, Lind PM",Environ Int,2013,2013-09-00,2013-08-13,59,,456-461,10.1016/j.envint.2013.07.008,23933504,NGI Uppsala (SNP&SEQ Technology Platform),,f7e5cebc7cd645fa92a27650fe79b2c9,https://publications.scilifelab.se/publication/f7e5cebc7cd645fa92a27650fe79b2c9,https://doi.org/10.1016/j.envint.2013.07.008,https://www.ncbi.nlm.nih.gov/pubmed/23933504
Comparison of the nodule vs. root transcriptome of the actinorhizal plant Datisca glomerata: actinorhizal nodules contain a specific class of defensins.,"Demina IV, Persson T, Santos P, Plaszczyca M, Pawlowski K",PLoS ONE,2013,2013-08-29,2013-08-29,8,8,e72442,10.1371/journal.pone.0072442,24009681,"NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production)",,783c318d16164bebb17391a256efe62c,https://publications.scilifelab.se/publication/783c318d16164bebb17391a256efe62c,https://doi.org/10.1371/journal.pone.0072442,https://www.ncbi.nlm.nih.gov/pubmed/24009681
"Genome-wide transcriptional analysis of Drosophila larvae infected by entomopathogenic nematodes shows involvement of complement, recognition and extracellular matrix proteins.","Arefin B, Kucerova L, Dobes P, Markus R, Strnad H, Wang Z, Hyrsl P, Zurovec M, Theopold U",J Innate Immun,2013,2013-08-27,2013-08-27,6,2,192-204,10.1159/000353734,23988573,"NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production)",,5165d78ca9f243f09656046db2957cec,https://publications.scilifelab.se/publication/5165d78ca9f243f09656046db2957cec,https://doi.org/10.1159/000353734,https://www.ncbi.nlm.nih.gov/pubmed/23988573
Structure-Guided Design of Novel Thiazolidine Inhibitors ofO-Acetyl Serine Sulfhydrylase from Mycobacterium tuberculosis,"Poyraz Ö, Jeankumar VU, Saxena S, Schnell R, Haraldsson M, Yogeeswari P, Sriram D, Schneider G",J. Med. Chem.,2013,2013-08-22,2013-08-22,56,16,6457-6466,10.1021/jm400710k,,Chemical Biology Consortium Sweden (CBCS),Collaborative,798604e143a640fdb25e6d793786aa4b,https://publications.scilifelab.se/publication/798604e143a640fdb25e6d793786aa4b,https://doi.org/10.1021/jm400710k,
"Genome-wide relatedness of Treponema pedis, from gingiva and necrotic skin lesions of pigs, with the human oral pathogen Treponema denticola.","Svartström O, Mushtaq M, Pringle M, Segerman B",PLoS ONE,2013,2013-08-19,2013-08-19,8,8,e71281,10.1371/journal.pone.0071281,23977007,"NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production)",,7a0e6263a1364ea68b51f14d2b910718,https://publications.scilifelab.se/publication/7a0e6263a1364ea68b51f14d2b910718,https://doi.org/10.1371/journal.pone.0071281,https://www.ncbi.nlm.nih.gov/pubmed/23977007
Automated serial extraction of DNA and RNA from biobanked tissue specimens.,"Mathot L, Wallin M, Sjöblom T",BMC Biotechnol.,2013,2013-08-19,2013-08-19,13,,66,10.1186/1472-6750-13-66,23957867,NGI Uppsala (Uppsala Genome Center),,c73f418613754fe9bb3f7bf2fd8fd74d,https://publications.scilifelab.se/publication/c73f418613754fe9bb3f7bf2fd8fd74d,https://doi.org/10.1186/1472-6750-13-66,https://www.ncbi.nlm.nih.gov/pubmed/23957867
PARP inhibitor with selectivity toward ADP-ribosyltransferase ARTD3/PARP3.,"Lindgren AE, Karlberg T, Thorsell AG, Hesse M, Spjut S, Ekblad T, Andersson CD, Pinto AF, Weigelt J, Hottiger MO, Linusson A, Elofsson M, Schüler H",ACS Chem. Biol.,2013,2013-08-16,2013-06-08,8,8,1698-1703,10.1021/cb4002014,23742272,Protein Science Facility (PSF),,2fe62b124481426587ced9de3110f34c,https://publications.scilifelab.se/publication/2fe62b124481426587ced9de3110f34c,https://doi.org/10.1021/cb4002014,https://www.ncbi.nlm.nih.gov/pubmed/23742272
Transcription factor binding in human cells occurs in dense clusters formed around cohesin anchor sites.,"Yan J, Enge M, Whitington T, Dave K, Liu J, Sur I, Schmierer B, Jolma A, Kivioja T, Taipale M, Taipale J",Cell,2013,2013-08-15,2013-08-21,154,4,801-813,10.1016/j.cell.2013.07.034,23953112,"Bioinformatics and Expression Analysis (BEA), Karolinska High Throughput Center (KHTC)",,001c2c5c3ab14854a718c5ef123f9951,https://publications.scilifelab.se/publication/001c2c5c3ab14854a718c5ef123f9951,https://doi.org/10.1016/j.cell.2013.07.034,https://www.ncbi.nlm.nih.gov/pubmed/23953112
Investigation of six testicular germ cell tumor susceptibility genes suggests a parent-of-origin effect in SPRY4.,"Karlsson R, Andreassen KE, Kristiansen W, Aschim EL, Bremnes RM, Dahl O, Fosså SD, Klepp O, Langberg CW, Solberg A, Tretli S, Magnusson PKE, Adami H, Haugen TB, Grotmol T, Wiklund F",Hum. Mol. Genet.,2013,2013-08-15,2013-05-04,22,16,3373-3380,10.1093/hmg/ddt188,23640991,NGI Uppsala (SNP&SEQ Technology Platform),Service,1efdd142441c48c3958ebd462bd19953,https://publications.scilifelab.se/publication/1efdd142441c48c3958ebd462bd19953,https://doi.org/10.1093/hmg/ddt188,https://www.ncbi.nlm.nih.gov/pubmed/23640991
The STK33-linked SNP rs4929949 is associated with obesity and BMI in two independent cohorts of Swedish and Greek children.,"Rask-Andersen M, Moschonis G, Chrousos GP, Marcus C, Dedoussis GV, Fredriksson R, Schiöth HB",PLoS ONE,2013,2013-08-15,2013-08-15,8,8,e71353,10.1371/journal.pone.0071353,23967198,NGI Uppsala (Uppsala Genome Center),,e6647b124ffc46a0b90cfb3df3a6c409,https://publications.scilifelab.se/publication/e6647b124ffc46a0b90cfb3df3a6c409,https://doi.org/10.1371/journal.pone.0071353,https://www.ncbi.nlm.nih.gov/pubmed/23967198
Structural and biophysical characterization of the cytoplasmic domains of human BAP29 and BAP31.,"Quistgaard EM, Löw C, Moberg P, Guettou F, Maddi K, Nordlund P",PLoS ONE,2013,2013-08-13,2013-08-13,8,8,e71111,10.1371/journal.pone.0071111,23967155,"Advanced Mass Spectrometry Proteomics, Protein Science Facility (PSF)",,da3b438cfbb54b0193d7b1fec0680681,https://publications.scilifelab.se/publication/da3b438cfbb54b0193d7b1fec0680681,https://doi.org/10.1371/journal.pone.0071111,https://www.ncbi.nlm.nih.gov/pubmed/23967155
Meta-analysis of gene-level associations for rare variants based on single-variant statistics.,"Hu Y, Berndt SI, Gustafsson S, Ganna A, Genetic Investigation of ANthropometric Traits (GIANT) Consortium N, Hirschhorn J, North KE, Ingelsson E, Lin D",Am. J. Hum. Genet.,2013,2013-08-08,2013-07-31,93,2,236-248,10.1016/j.ajhg.2013.06.011,23891470,NGI Uppsala (SNP&SEQ Technology Platform),Service,2a6d5589972f48ed8e8c7b2523aeba35,https://publications.scilifelab.se/publication/2a6d5589972f48ed8e8c7b2523aeba35,https://doi.org/10.1016/j.ajhg.2013.06.011,https://www.ncbi.nlm.nih.gov/pubmed/23891470
"Temperament and character in the Child and Adolescent Twin Study in Sweden (CATSS): comparison to the general population, and genetic structure analysis.","Garcia D, Lundström S, Brändström S, Råstam M, Cloninger CR, Kerekes N, Nilsson T, Anckarsäter H",PLoS ONE,2013,2013-08-05,2013-08-05,8,8,e70475,10.1371/journal.pone.0070475,23940581,Mutation Analysis Facility (MAF),,61ca84461a3b40a093bb55d33f13aa3b,https://publications.scilifelab.se/publication/61ca84461a3b40a093bb55d33f13aa3b,https://doi.org/10.1371/journal.pone.0070475,https://www.ncbi.nlm.nih.gov/pubmed/23940581
