Reg. No.,1. Name of national platform,2. Name of facility,3. Authors,4. Title of publication,5. Journal,6. Volume,7. Issue,8. Pages y-x,9. Year of publication,10. Journal Impact factor 2014,Registered by,Created,Last update
34,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Fall, T., Lundholm, C., Ortqvist, A. K., Fall, K., Fang, F., Hedhammar, A., Kampe, O., Ingelsson, E., Almqvist, C.",Early Exposure to Dogs and Farm Animals and the Risk of Childhood Asthma,JAMA Pediatr,169,11,e153219,2015,7.148,mikael.borg@bils.se,29/12/2015,,[0]
498,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Feliu N, Kohonen P, Ji J, Zhang Y, Karlsson HL, Palmberg L, Nyström A, Fadeel B",Next-generation sequencing reveals low-dose effects of cationic dendrimers in primary human bronchial epithelial cells.,Acs Nano,9,1,146-163,2015,12.881,per.kraulis@scilifelab.se,15/01/2016,,25530437
581,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Feliu N, Kohonen P, Ji J, Zhang Y, Karlsson HL, Palmberg L, Nyström A, Fadeel B",Next-generation sequencing reveals low-dose effects of cationic dendrimers in primary human bronchial epithelial cells.,Acs Nano,9,1,146-163,2015,12.881,per.kraulis@scilifelab.se,15/01/2016,,25530437
471,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Flach CF, Johnning A, Nilsson I, Smalla K, Kristiansson E, Larsson DG",Isolation of novel IncA/C and IncN fluoroquinolone resistance plasmids from an antibiotic-polluted lake.,The Journal Of Antimicrobial Chemotherapy,70,10,2709-2717,2015,5.313,per.kraulis@scilifelab.se,15/01/2016,,26124213
554,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Flach CF, Johnning A, Nilsson I, Smalla K, Kristiansson E, Larsson DG",Isolation of novel IncA/C and IncN fluoroquinolone resistance plasmids from an antibiotic-polluted lake.,The Journal Of Antimicrobial Chemotherapy,70,10,2709-2717,2015,5.313,per.kraulis@scilifelab.se,15/01/2016,,26124213
342,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Fogelqvist J, Verkhozina A, Katyshev A, Pucholt P, Dixelius C, Ronnberg-Wastljung A, Lascoux M, Berlin S",Genetic and morphological evidence for introgression between three species of willows,BMC Evol Biol,15,1,193,2015,3.368,mathias.brannvall@medsci.uu.se,15/01/2016,,26376815
259,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Forsberg LA, Rasi C, Pekar G, Davies H, Piotrowski A, Absher D, Razzaghian HR, Ambicka A, Halaszka K, Przewo?nik M, Kruczak A, Mandava G, Pasupulati S, Hacker J, Prakash KR, Dasari RC, Lau J, Penagos-Tafurt N, Olofsson HM, Hallberg G, Skotnicki P, Mitu? J, Skokowski J, Jankowski M, ?rutek E, Zegarski W, Tiensuu Janson E, Ry? J, Tot T, Dumanski JP",Signatures of post-zygotic structural genetic aberrations in the cells of histologically normal breast tissue that can predispose to sporadic breast cancer,Genome Res,25,10,1521-1535,2015,14.63,mathias.brannvall@medsci.uu.se,15/01/2016,,26430163
531,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Francisco Gonzalez, Jonas M Bengtsson, William B Walker, Maria Fátima Rodrigues Sousa, Alberto Maria Cattaneo, Nicolas Montagné, Arthur de Fouchier, Gianfranco Anfora, Emmanuelle Jacquin-Joly, Peter Witzgall, Rickard Ignell, Marie Bengtsson",A conserved odorant receptor detects the same 1-indanone analogs in a tortricid and a noctuid moth,Frontiers in Ecology and Evolution,3,-,131,2015,7.441,per.kraulis@scilifelab.se,15/01/2016,,[0]
614,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Francisco Gonzalez, Jonas M Bengtsson, William B Walker, Maria Fátima Rodrigues Sousa, Alberto Maria Cattaneo, Nicolas Montagné, Arthur de Fouchier, Gianfranco Anfora, Emmanuelle Jacquin-Joly, Peter Witzgall, Rickard Ignell, Marie Bengtsson",A conserved odorant receptor detects the same 1-indanone analogs in a tortricid and a noctuid moth,Frontiers in Ecology and Evolution,3,-,131,2015,7.441,per.kraulis@scilifelab.se,15/01/2016,,[0]
330,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Franke L, el Bannoudi H, Jansen DTSL, Kok K, Trynka G, Diogo D, Swertz M, Fransen K, Knevel R, Gutierrez-Achury J, Arlestig L, Greenberg JD, Kremer J, Pappas DA, Kanterakis A, Weersma RK, van der Helm-van Mil AHM, Guryev V, Rantapaa-Dahlqvist S, Gregersen PK, Plenge RM, Wijmenga C, Huizinga TWJ, Ioan-Facsinay A, Toes REM, Zhernakova A",Association analysis of copy numbers of FC-gamma receptor genes for rheumatoid arthritis and other immune-mediated phenotypes,Eur J Hum Genet,[Epub ahead of print],,,2015,4.349,mathias.brannvall@medsci.uu.se,15/01/2016,,25966632
353,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Frankowiack M, Kovanen RM, Repasky GA, Lim CK, Song C, Pedersen NL, Hammarstrom L",The higher frequency of IgA deficiency among Swedish twins is not explained by HLA haplotypes,Genes Immun,16,3,199-205,2015,2.913,mathias.brannvall@medsci.uu.se,15/01/2016,,[0]
,Clinical Diagnostics,Clinical Genomics,"Freyer C, Stranneheim H, Naess K, Mourier A, Felser A, Maffezzini C, Lesko N, 
Bruhn H, Engvall M, Wibom R, Barbaro M, Hinze Y, Magnusson M, Andeer R,
Zetterström RH, von Döbeln U, Wredenberg A, Wedell A.","Rescue of primary
ubiquinone deficiency due to a novel COQ7 defect using 2,4-dihydroxybensoic acid.",J Med Genet.,2015 Nov;52,11,779-83,2015,6.335,valtteri.wirta@scilifelab.se (manuellt Heidi),19/01/2016,,26084283
520,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Freyer C, Stranneheim H, Naess K, Mourier A, Felser A, Maffezzini C, Lesko N, Bruhn H, Engvall M, ..., Wedell A","Rescue of primary ubiquinone deficiency due to a novel COQ7 defect using 2,4-dihydroxybensoic acid.",Journal Of Medical Genetics,52,11,779-783,2015,6.335,per.kraulis@scilifelab.se,15/01/2016,,26084283
603,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Freyer C, Stranneheim H, Naess K, Mourier A, Felser A, Maffezzini C, Lesko N, Bruhn H, Engvall M, ..., Wedell A","Rescue of primary ubiquinone deficiency due to a novel COQ7 defect using 2,4-dihydroxybensoic acid.",Journal Of Medical Genetics,52,11,779-783,2015,6.335,per.kraulis@scilifelab.se,15/01/2016,,26084283
35,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Freyhult, Eva, Gustafsson, Mats G., Str{o}mbergsson, Helena",A Machine Learning Approach to Explain Drug Selectivity to Soluble and Membrane Protein Targets,Mol. Inf.,34,1,44--52,2015,1.647,mikael.borg@bils.se,29/12/2015,,27490861
110,Regional,Mutation Analysis Facility (MAF),"Fuertes, E.
Soderhall, C.
Acevedo, N.
Becker, A.
Brauer, M.
Chan-Yeung, M.
Dijk, F. N.
Heinrich, J.
de Jongste, J.
Koppelman, G. H.
Postma, D. S.
Kere, J.
Kozyrskyj, A. L.
Pershagen, G.
Sandford, A.
Standl, M.
Tiesler, C. M.
Waldenberger, M.
Westman, M.
Carlsten, C.
Melen, E.",Associations between the 17q21 region and allergic rhinitis in 5 birth cohorts,J Allergy Clin Immunol,135,2,573-6,2015,11.476,kristina.duvefelt@ki.se,13/01/2016,,25262464
7,Regional,BioMaterial Interactions (BioMat),"G. Mestres, C. F. Santos, L. Engman, C. Persson, M. Karlsson Ott",Scavenging effect of Trolox released from brushite cements,Acta Biomaterialia,11,N/A,459-466,2015,6.025,marjam.ott@angstrom.uu.se,16/12/2015,,25229765
11,Regional,BioMaterial Interactions (BioMat),"G. Mestres, K. Kugiejko, D. Pastorino, J. Unosson, C. Öhman, M. Karlsson Ott, M.P Ginebra, C. Persson",Changes in the drug release pattern of fresh and set simvastatin-loaded brushite cement,Materials Science and Engineering C,58,N/A,88-96,2016,3.088,marjam.ott@angstrom.uu.se,16/12/2015,,26478290
179,National Genomics Infrastructure,NGI Uppsala (Uppsala Genome Center),"G. Y. Zheleznyakova,E. K. Nilsson,A. V. Kiselev,M. A. Maretina,L. I. Tishchenko,R. Fredriksson,V. S. Baranov,H. B. Schioth",Methylation levels of SLC23A2 and NCOR2 genes correlate with spinal muscular atrophy severity,PLoS One,10,3,e0121964,2015,3.234,Inger.jonasson@igp.uu.se,14/01/2016,,25821969
163,National Genomics Infrastructure,NGI Uppsala (Uppsala Genome Center),"G. Zamaratskaia S. Lia, S. Roos, K. Båth, J. Meijer, E. Borch & M. Johansson",Inter-relationships between the metrics of instrumental meat color and microbial growth during aerobic storage of beef at 4°C,"Acta Agriculturae Scandinavica, Section A — Animal Science",,,,2015,0.63,Inger.jonasson@igp.uu.se,14/01/2016,,[0]
184,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Garcia, S. L., Buck, M., McMahon, K. D., Grossart, H. P., Eiler, A., Warnecke, F.",Auxotrophy and intrapopulation complementary in the 'interactome' of a cultivated freshwater model community,Mol. Ecol.,24,17,4449--4459,2015,6.494,mikael.borg@bils.se,14/01/2016,,26179741
253,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Gaulton KJ, Ferreira T, Lee Y, Raimondo A, Magi R, Reschen ME, Mahajan A, Locke A, William Rayner N, Robertson N, Scott RA, Prokopenko I, Scott LJ, Green T, Sparso T, Thuillier D, Yengo L, Grallert H, Wahl S, Franberg M, Strawbridge RJ, Kestler H, Chheda H, Eisele L, Gustafsson S, Steinthorsdottir V, Thorleifsson G, Qi L, Karssen LC, van Leeuwen EM, Willems SM, Li M, Chen H, Fuchsberger C, Kwan P, Ma C, Linderman M, Lu Y, Thomsen SK, Rundle JK, Beer NL, van de Bunt M, Chalisey A, Kang HM, Voight BF, Abecasis GR, Almgren P, Baldassarre D, Balkau B, Benediktsson R, Bluher M, Boeing H, Bonnycastle LL, Bottinger EP, Burtt NP, Carey J, Charpentier G, Chines PS, Cornelis MC, Couper DJ, Crenshaw AT, van Dam RM, Doney ASF, Dorkhan M, Edkins S, Eriksson JG, Esko T, Eury E, Fadista J, Flannick J, Fontanillas P, Fox C, Franks PW, Gertow K, Gieger C, Gigante B, Gottesman O, Grant GB, Grarup N, Groves CJ, Hassinen M, Have CT, Herder C, Holmen OL, Hreidarsson AB, Humphries SE, Hunter DJ, Jackson AU, Jonsson A, Jorgensen ME, Jorgensen T, Kao W-HL, Kerrison ND, Kinnunen L, Klopp N, Kong A, Kovacs P, Kraft P, Kravic J, Langford C, Leander K, Liang L, Lichtner P, Lindgren CM, Lindholm E, Linneberg A, Liu C-T, Lobbens S, Luan Ja, Lyssenko V, Mannisto S, McLeod O, Meyer J, Mihailov E, Mirza G, Muhleisen TW, Muller-Nurasyid M, Navarro C, Nothen MM, Oskolkov NN, Owen KR, Palli D, Pechlivanis S, Peltonen L, Perry JRB, Platou CGP, Roden M, Ruderfer D, Rybin D, van der Schouw YT, Sennblad B, Sigursson G, Stancakova A, Steinbach G, Storm P, Strauch K, Stringham HM, Sun Q, Thorand B, Tikkanen E, Tonjes A, Trakalo J, Tremoli E, Tuomi T, Wennauer R, Wiltshire S, Wood AR, Zeggini E, Dunham I, Birney E, Pasquali L, Ferrer J, Loos RJF, Dupuis J, Florez JC, Boerwinkle E, Pankow JS, van Duijn C, Sijbrands E, Meigs JB, Hu FB, Thorsteinsdottir U, Stefansson K, Lakka TA, Rauramaa R, Stumvoll M, Pedersen NL, Lind L, Keinanen-Kiukaanniemi SM, Korpi-Hyovalti E, Saaristo TE, Saltevo J, Kuusisto J, Laakso M, Metspalu A, Erbel R, Jocke K-H, Moebus S, Ripatti S, Salomaa V, Ingelsson E, Boehm BO, Bergman RN, Collins FS, Mohlke KL, Koistinen H, Tuomilehto J, Hveem K, Njolstad I, Deloukas P, Donnelly PJ, Frayling TM, Hattersley AT, de Faire U, Hamsten A, Illig T, Peters A, Cauchi S, Sladek R, Froguel P, Hansen T, Pedersen O, Morris AD, Palmer CNA, Kathiresan S, Melander O, Nilsson PM, Groop LC, Barroso I, Langenberg C, Wareham NJ, O'Callaghan CA, Gloyn AL, Altshuler D, Boehnke M, Teslovich TM, McCarthy MI, Morris AP and the DIAGRAM Consortium",Genetic fine mapping and genomic annotation defines causal mechanisms at type 2 diabetes susceptibility loci,Nat Genet,47,12,1415-1425,2015,29.352,mathias.brannvall@medsci.uu.se,15/01/2016,,26551672
263,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Genetics of Personality Consortium, de Moor M, van den Berg S, Verweij KJ, Krueger RF, Luciano M, Arias Vasquez A, Matteson LK, Derringer J, Esko T, Amin N, Gordon SD, Hansell NK, Hart AB, Seppälä I, Huffman JE, Konte B, Lahti J, Lee M, Miller M, Nutile T, Tanaka T, Teumer A, Viktorin A, Wedenoja J, Abecasis GR, Adkins DE, Agrawal A, Allik J, Appel K, Bigdeli TB, Busonero F, Campbell H, Costa PT, Davey Smith G, Davies G, de Wit H, Ding J, Engelhardt BE, Eriksson JG, Fedko IO, Ferrucci L, Franke B, Giegling I, Grucza R, Hartmann AM, Heath AC, Heinonen K, Henders AK, Homuth G, Hottenga JJ, Iacono WG, Janzing J, Jokela M, Karlsson R, Kemp JP, Kirkpatrick MG, Latvala A, Lehtimäki T, Liewald DC, Madden PA, Magri C, Magnusson PK, Marten J, Maschio A, Medland SE, Mihailov E, Milaneschi Y, Montgomery GW, Nauck M, Ouwens KG, Palotie A, Pettersson E, Polasek O, Qian Y, Pulkki-Råback L, Raitakari OT, Realo A, Rose RJ, Ruggiero D, Schmidt CO, Slutske WS, Sorice R, Starr JM, St Pourcain B, Sutin AR, Timpson NJ, Trochet H, Vermeulen S, Vuoksimaa E, Widen E, Wouda J, Wright MJ, Zgaga L, Porteous D, Minelli A, Palmer AA, Rujescu D, Ciullo M, Hayward C, Rudan I, Metspalu A, Kaprio J, Deary IJ, Räikkönen K, Wilson JF, Keltikangas-Järvinen L, Bierut LJ, Hettema JM, Grabe HJ, van Duijn CM, Evans DM, Schlessinger D, Pedersen NL, Terracciano A, McGue M, Penninx BW, Martin NG and Boomsma DI","Meta-analysis of genome-wide association studies for neuroticism, and the polygenic association with major depressive disorder",JAMA Psychiatry,72,7,642-650,2015,12.008,mathias.brannvall@medsci.uu.se,15/01/2016,,25993607
94,Clinical Diagnostics,Clinical sequencing,"George, J., J.S. Lim, S.J. Jang, Y. Cun, L. Ozretic, G. Kong, F. Leenders, X. Lu, L. Fernandez-Cuesta, G. Bosco, C. Muller, I. Dahmen, N.S. Jahchan, K.S. Park, D. Yang, A.N. Karnezis, D. Vaka, A. Torres, M.S. Wang, J.O. Korbel, R. Menon, S.M. Chun, D. Kim, M. Wilkerson, N. Hayes, D. Engelmann, B. Putzer, M. Bos, S. Michels, I. Vlasic, D. Seidel, B. Pinther, P. Schaub, C. Becker, J. Altmuller, J. Yokota, T. Kohno, R. Iwakawa, K. Tsuta, M. Noguchi, T. Muley, H. Hoffmann, P.A. Schnabel, I. Petersen, Y. Chen, A. Soltermann, V. Tischler, C.M. Choi, Y.H. Kim, P.P. Massion, Y. Zou, D. Jovanovic, M. Kontic, G.M. Wright, P.A. Russell, B. Solomon, I. Koch, M. Lindner, L.A. Muscarella, A. la Torre, J.K. Field, M. Jakopovic, J. Knezevic, E. Castanos-Velez, L. Roz, U. Pastorino, O.T. Brustugun, M. Lund-Iversen, E. Thunnissen, J. Kohler, M. Schuler, J. Botling, M. Sandelin, M. Sanchez-Cespedes, H.B. Salvesen, V. Achter, U. Lang, M. Bogus, P.M. Schneider, T. Zander, S. Ansen, M. Hallek, J. Wolf, M. Vingron, Y. Yatabe, W.D. Travis, P. Nurnberg, C. Reinhardt, S. Perner, L. Heukamp, R. Buttner, S.A. Haas, E. Brambilla, M. Peifer, J. Sage, and R.K. Thomas",Comprehensive genomic profiles of small cell lung cancer,Nature,524,7563,47-53,2015,41.456,malin.melin@scilifelab.uu.se,13/01/2016,,26168399
364,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Gholizadeh M, Rahimi-Mianji G and Nejati-Javaremi A",Genomewide association study of body weight traits in Baluchi sheep,J Genet,94,1,143-146,2015,1.093,mathias.brannvall@medsci.uu.se,15/01/2016,,25846889
625,Regional,Array and Analysis Facility,"Gillbro JM, Merinville E, Olsson M, Al-Bader T, Klack A, Visdal-Johnsen L, Mavon A.",The use of gene arrays and corresponding connectivity mapping (Cmap) to identify novel anti-ageing ingredients.,Int J Cosmet Sci.,37,Suppl 1,9-14,2015,1.45,anders.isaksson@medsci.uu.se,15/01/2016,,26112986
368,Affinity proteomics,Biobank profiling,"Gillian O'Hurley, Christer Busch, Linn Fagerberg, Björn M Hallström, Charlotte Stadler, Anna Tolf, Emma Lundberg, Jochen M Schwenk, Karin Jirström, Anders Bjartell, William M Gallagher, Mathias Uhlén, Fredrik Pontén","Analysis of the Human Prostate-Specific Proteome Defined by Transcriptomics and Antibody-Based Profiling Identifies TMEM79 and ACOXL as Two Putative, Diagnostic Markers in Prostate Cancer",PLoS One,10,8,e0133449,2015,3.2,maja.neiman@scilifelab.se,15/01/2016,,26237329
337,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Gkarmiri K, Finlay RD, Alström S, Thomas E, Cubeta MA, Högberg N",Transcriptomic changes in the plant pathogenic fungus Rhizoctonia solani AG-3 in response to the antagonistic bacteria Serratia proteamaculans and Serratia plymuthica,BMC Genomics,16,1,630,2015,3.986,mathias.brannvall@medsci.uu.se,15/01/2016,,26296338
111,Regional,Mutation Analysis Facility (MAF),"Glad, C. A.
Carlsson, L. M.
Melander, O.
Almgren, P.
Sjostrom, L.
Nilsson, S.
Larsson, I.
Svensson, P. A.
Johannsson, G.",The GH receptor exon 3 deleted/full-length polymorphism is associated with central adiposity in the general population,Eur J Endocrinol,172,2,123-8,2015,4.069,kristina.duvefelt@ki.se,13/01/2016,,25391539
83,Clinical Diagnostics,Clinical Biomarkers,"Goncalves I, Bengtsson E, Colhoun HM, Shore AC, Palombo C, Natali A, Edsfeldt A, Dunér P, Fredrikson GN, Björkbacka H, Östling G, Aizawa K, Casanova F, Persson M, Gooding K, Strain D, Khan F, Looker HC, Adams F, Belch J, Pinnoli S, Venturi E, Kozakova M, Gan LM, Schnecke V, Nilsson J SUMMIT Consortium.",Elevated Plasma Levels of MMP-12 Are Associated With Atherosclerotic Burden and Symptomatic Cardiovascular Disease in Subjects With Type 2 Diabetes.,Arterioscler Thromb Vasc Biol,7,Jul 35,1723-31,2015,6.334,Agneta.Siegbahn@medsci.uu.se,08/01/2016,,25953645
488,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Grauers A, Wang J, Einarsdottir E, Simony A, Danielsson A, Åkesson K, Ohlin A, Halldin K, Grabowski P, ..., Gerdhem P",Candidate gene analysis and exome sequencing confirm LBX1 as a susceptibility gene for idiopathic scoliosis.,The Spine Journal : Official Journal Of The North American Spine Society,15,10,2239-2246,2015,2.426,per.kraulis@scilifelab.se,15/01/2016,,25987191
571,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Grauers A, Wang J, Einarsdottir E, Simony A, Danielsson A, Åkesson K, Ohlin A, Halldin K, Grabowski P, ..., Gerdhem P",Candidate gene analysis and exome sequencing confirm LBX1 as a susceptibility gene for idiopathic scoliosis.,The Spine Journal : Official Journal Of The North American Spine Society,15,10,2239-2246,2015,2.426,per.kraulis@scilifelab.se,15/01/2016,,25987191
112,Regional,Mutation Analysis Facility (MAF),"Grauers, A.
Wang, J.
Einarsdottir, E.
Simony, A.
Danielsson, A.
Akesson, K.
Ohlin, A.
Halldin, K.
Grabowski, P.
Tenne, M.
Laivuori, H.
Dahlman, I.
Andersen, M.
Christensen, S. B.
Karlsson, M. K.
Jiao, H.
Kere, J.
Gerdhem, P.",Candidate gene analysis and exome sequencing confirm LBX1 as a susceptibility gene for Idiopathic Scoliosis,Spine J,1,15,2239-46,2015,2.426,kristina.duvefelt@ki.se,13/01/2016,,25987191
400,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Gréen H, Hasmats J, Kupershmidt I, Edsgärd D, de Petris L, Lewensohn R, Blackhall F, Vikingsson S, Besse B, ..., Lundeberg J",Using Whole-Exome Sequencing to Identify Genetic Markers for Carboplatin and Gemcitabine-Induced Toxicities.,Clinical Cancer Research : An Official Journal Of The American Association For Cancer Research,-,-,-,2015,8.722,per.kraulis@scilifelab.se,15/01/2016,,26378035
566,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Gréen H, Hasmats J, Kupershmidt I, Edsgärd D, de Petris L, Lewensohn R, Blackhall F, Vikingsson S, Besse B, ..., Lundeberg J",Using Whole-Exome Sequencing to Identify Genetic Markers for Carboplatin and Gemcitabine-Induced Toxicities.,Clinical Cancer Research : An Official Journal Of The American Association For Cancer Research,-,-,-,2015,8.722,per.kraulis@scilifelab.se,15/01/2016,,26378035
436,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Gremel G, Wanders A, Cedernaes J, Fagerberg L, Hallström B, Edlund K, Sjöstedt E, Uhlén M, Pontén F",The human gastrointestinal tract-specific transcriptome and proteome as defined by RNA sequencing and antibody-based profiling.,Journal Of Gastroenterology,50,1,46-57,2015,4.523,per.kraulis@scilifelab.se,15/01/2016,,24789573
602,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Gremel G, Wanders A, Cedernaes J, Fagerberg L, Hallström B, Edlund K, Sjöstedt E, Uhlén M, Pontén F",The human gastrointestinal tract-specific transcriptome and proteome as defined by RNA sequencing and antibody-based profiling.,Journal Of Gastroenterology,50,1,46-57,2015,4.523,per.kraulis@scilifelab.se,15/01/2016,,24789573
491,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Grunewald J, Kaiser Y, Ostadkarampour M, Rivera NV, Vezzi F, Lötstedt B, Olsen RA, Sylwan L, Lundin S, ..., Eklund A",T-cell receptor-HLA-DRB1 associations suggest specific antigens in pulmonary sarcoidosis.,The European Respiratory Journal,47,1,-,2015,7.636,per.kraulis@scilifelab.se,15/01/2016,,26585430
574,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Grunewald J, Kaiser Y, Ostadkarampour M, Rivera NV, Vezzi F, Lötstedt B, Olsen RA, Sylwan L, Lundin S, ..., Eklund A",T-cell receptor-HLA-DRB1 associations suggest specific antigens in pulmonary sarcoidosis.,The European Respiratory Journal,47,1,-,2015,7.636,per.kraulis@scilifelab.se,15/01/2016,,26585430
273,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Günther T, Valdiosera C, Malmström H, Ureña I, Rodriguez-Varela R, Sverrisdóttir ÓO, Daskalaki EA, Skoglund P, Naidoo T, Svensson EM, Bermúdez de Castro JM, Carbonell E, Dunn M, Storå J, Iriarte E, Arsuaga JL, Carretero J-M, Götherström A, Jakobsson M",Ancient genomes link early farmers from Atapuerca in Spain to modern-day Basques,Proc Natl Acad Sci U S A,112,38,11917-11922,2015,9.674,mathias.brannvall@medsci.uu.se,15/01/2016,,26351665
227,Affinity proteomics,Cell Profiling,"Gustafsson Sheppard N, Jarl L, Mahadessian D, Strittmatter L, Schmidt A, Madhusudan N, Tegnér J, Lundberg EK, Asplund A, Jain M, Nilsson R.",The folate-coupled enzyme MTHFD2 is a nuclear protein and promotes cell proliferation.,Scientific Reports,5,1,15029,2015,5.578,hammou.aitblal@scilifelab.se,15/01/2016,,[0]
173,National Genomics Infrastructure,NGI Uppsala (Uppsala Genome Center),"H. Urbina, Scofield, D. G., Cafaro, M., & Rosling, A",DNA-metabarcoding uncovers the diversity of soil-inhabiting fungi in the tropical island of Puerto Rico,bioRxiv,,,n/a-n/a,2015,,Inger.jonasson@igp.uu.se,14/01/2016,,[0]
178,National Genomics Infrastructure,NGI Uppsala (Uppsala Genome Center),"H. Zhao,M. Chen,C. Tellgren-Roth,U. Pettersson",Fluctuating expression of microRNAs in adenovirus infected cells,Virology,478,,99-111,2015,3.321,Inger.jonasson@igp.uu.se,14/01/2016,,25744056
441,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Habuka M, Fagerberg L, Hallström BM, Pontén F, Yamamoto T, Uhlen M.",The Urinary Bladder Transcriptome and Proteome Defined by Transcriptomics and Antibody-Based Profiling.,PLoS One,10,12,-,2015,3.234,per.kraulis@scilifelab.se,15/01/2016,,26694548
607,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Habuka M, Fagerberg L, Hallström BM, Pontén F, Yamamoto T, Uhlen M.",The Urinary Bladder Transcriptome and Proteome Defined by Transcriptomics and Antibody-Based Profiling.,PLoS One,10,12,-,2015,3.234,per.kraulis@scilifelab.se,15/01/2016,,26694548
113,Regional,Mutation Analysis Facility (MAF),"Hafren, L.
Einarsdottir, E.
Kentala, E.
Hammaren-Malmi, S.
Bhutta, M. F.
MacArthur, C. J.
Wilmot, B.
Casselbrant, M.
Conley, Y. P.
Weeks, D. E.
Mandel, E. M.
Vaarala, O.
Kallio, A.
Melin, M.
Nieminen, J. K.
Leinonen, E.
Kere, J.
Mattila, P. S.",Predisposition to Childhood Otitis Media and Genetic Polymorphisms within the Toll-Like Receptor 4 (TLR4) Locus,PLoS One,10,7,e0132551,2015,3.234,kristina.duvefelt@ki.se,13/01/2016,,26177520
278,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Hägg S, Fall T, Ploner A, Mägi R, Fischer K, Draisma HH, Kals M, de Vries PS, Dehghan A, Willems SM, Sarin A-P, Kristiansson K, Nuotio M-L, Havulinna AS, de Bruijn RF, Ikram MA, Kuningas M, Stricker BH, Franco OH, Benyamin B, Gieger C, Hall AS, Huikari V, Jula A, Järvelin M-R, Kaakinen M, Kaprio J, Kobl M, Mangino M, Nelson CP, Palotie A, Samani NJ, Spector TD, Strachan DP, Tobin MD, Whitfield JB, Uitterlinden AG, Salomaa V, Syvänen A-C, Kuulasmaa K, Magnusson PK, Esko T, Hofman A, de Geus EJ, Lind L, Giedraitis V, Perola M, Evans A, Ferrières J, Virtamo J, Kee F, Tregouet D-A, Arveiler D, Amouyel P, Gianfagna F, Brambilla P, Ripatti S, van Duijn CM, Metspalu A, Prokopenko I, McCarthy MI, Pedersen NL, Ingelsson E, European Network for Genetic and Genomic Epidemiology (ENGAGE) consortium",Adiposity as a cause of cardiovascular disease: a Mendelian randomization study,Int J Epidemiol,44,2,578-586,2015,9.176,mathias.brannvall@medsci.uu.se,15/01/2016,,26016847
306,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Hägg S, Ganna A, Van Der Laan SW, Esko T, Pers TH, Locke AE, Berndt SI, Justice AE, Kahali B, Siemelink MA, Pasterkamp G, Consortium tG, Strachan DP, Speliotes EK, North KE, Loos RJF, Hirschhorn JN, Pawitan Y, Ingelsson E",Gene-based meta-analysis of genome-wide association studies implicates new loci involved in obesity,Hum Mol Genet,24,23,6849-6860,2015,6.393,mathias.brannvall@medsci.uu.se,15/01/2016,,26376864
271,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Haj Hensvold A, Magnusson PKE, Joshua V, Hansson M, Israelsson L, Ferreira R, Jakobsson P-J, Holmdahl R, Hammarström L, Malmström V, Askling J, Klareskog L, Catrina AI",Environmental and genetic factors in the development of anticitrullinated protein antibodies (ACPAs) and ACPA-positive rheumatoid arthritis: an epidemiological investigation in twins,Ann Rheum Dis,74,2,375-380,2015,10.377,mathias.brannvall@medsci.uu.se,15/01/2016,,24276366
