Reg. No.,1. Name of national platform,2. Name of facility,3. Authors,4. Title of publication,5. Journal,6. Volume,7. Issue,8. Pages y-x,9. Year of publication,10. Journal Impact factor 2014,Registered by,Created,Last update
320,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Chen D, Cui T, Ek WE, Liu H, Wang H, Gyllensten U",Analysis of the genetic architecture of susceptibility to cervical cancer indicates that common SNPs explain a large proportion of the heritability,Carcinogenesis,36,9,992-998,2015,5.334,mathias.brannvall@medsci.uu.se,15/01/2016,,26045304
266,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Chen X, Kuja-Halkola R, Rahman I, Arpegård J, Viktorin A, Karlsson R, Hägg S, Svensson P, Pedersen Nancy L, Magnusson Patrik KE",Dominant Genetic Variation and Missing Heritability for Human Complex Traits: Insights from Twin versus Genome-wide Common SNP Models,Am J Hum Genet,97,5,708-714,2015,10.931,mathias.brannvall@medsci.uu.se,15/01/2016,,26544805
365,Affinity proteomics,Biobank profiling,"Claudia Fredolini, Sanna Byström, Elisa Pin, Fredrik Edfors, Davide Tamburro, Maria Jesus Iglesias, Anna Häggmark, Mun-Gwan Hong, Mathias Uhlen, Peter Nilsson, Jochen M Schwenk",Immunocapture strategies in translational proteomics,Expert Review of Proteomics,13,1,83-89,2016,2.9,maja.neiman@scilifelab.se,15/01/2016,,26558424
207,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Clausson, C. M., Arngarden, L., Ishaq, O., Klaesson, A., Kuhnemund, M., Grannas, K., Koos, B., Qian, X., Ranefall, P., Krzywkowski, T., Brismar, H., Nilsson, M., Wahlby, C., Soderberg, O.",Compaction of rolling circle amplification products increases signal integrity and signal-to-noise ratio,Sci Rep,5,N/A,12317,2015,5.578,mikael.borg@bils.se,14/01/2016,,26202090
347,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Clendenen TV, Ge W, Koenig KL, Axelsson T, Liu M, Afanasyeva Y, Andersson A, Arslan AA, Chen Y, Hallmans G, Lenner P, Kirchhoff T, Lundin E, Shore RE, Sund M, Zeleniuch-Jacquotte A",Genetic Polymorphisms in Vitamin D Metabolism and Signaling Genes and Risk of Breast Cancer: A Nested Case-Control Study,PLoS One,10,10,e0140478,2015,3.234,mathias.brannvall@medsci.uu.se,15/01/2016,,26488576
106,Regional,Mutation Analysis Facility (MAF),Consortia,"Multi-ancestry genome-wide association study of 21,000 cases and 95,000 controls identifies new risk loci for atopic dermatitis",Nat Genet,47,12,1449-56,2015,29.352,kristina.duvefelt@ki.se,13/01/2016,,26482879
260,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Cornelis MC, Byrne EM, Esko T, Nalls MA, Ganna A, Paynter N, Monda KL, Amin N, Fischer K, Renstrom F, Ngwa JS, Huikari V, Cavadino A, Nolte IM, Teumer A, Yu K, Marques-Vidal P, Rawal R, Manichaikul A, Wojczynski MK, Vink JM, Zhao JH, Burlutsky G, Lahti J, Mikkila V, Lemaitre RN, Eriksson J, Musani SK, Tanaka T, Geller F, Luan J, Hui J, Magi R, Dimitriou M, Garcia ME, Ho WK, Wright MJ, Rose LM, Magnusson PKE, Pedersen NL, Couper D, Oostra BA, Hofman A, Ikram MA, Tiemeier HW, Uitterlinden AG, van Rooij FJA, Barroso I, Johansson I, Xue L, Kaakinen M, Milani L, Power C, Snieder H, Stolk RP, Baumeister SE, Biffar R, Gu F, Bastardot F, Kutalik Z, Jacobs DR, Forouhi NG, Mihailov E, Lind L, Lindgren C, Michaelsson K, Morris A, Jensen M, Khaw KT, Luben RN, Wang JJ, Mannisto S, Perala MM, Kahonen M, Lehtimaki T, Viikari J, Mozaffarian D, Mukamal K, Psaty BM, Doring A, Heath AC, Montgomery GW, Dahmen N, Carithers T, Tucker KL, Ferrucci L, Boyd HA, Melbye M, Treur JL, Mellstrom D, Hottenga JJ, Prokopenko I, Tonjes A, Deloukas P, Kanoni S, Lorentzon M, Houston DK, Liu Y, Danesh J, Rasheed A, Mason MA, Zonderman AB, Franke L, Kristal BS, Karjalainen J, Reed DR, Westra HJ, Evans MK, Saleheen D, Harris TB, Dedoussis G, Curhan G, Stumvoll M, Beilby J, Pasquale LR, Feenstra B, Bandinelli S, Ordovas JM, Chan AT, Peters U, Ohlsson C, Gieger C, Martin NG, Waldenberger M, Siscovick DS, Raitakari O, Eriksson JG, Mitchell P, Hunter DJ, Kraft P, Rimm EB, Boomsma DI, Borecki IB, Loos RJF, Wareham NJ, Vollenweider P, Caporaso N, Grabe HJ, Neuhouser ML, Wolffenbuttel BHR, Hu FB, Hypponen E, Jarvelin MR, Cupples LA, Franks PW, Ridker PM, van Duijn CM, Heiss G, Metspalu A, North KE, Ingelsson E, Nettleton JA, van Dam RM and Chasman DI",Genome-wide meta-analysis identifies six novel loci associated with habitual coffee consumption,Mol Psychiatry,20,5,647-656,2015,14.496,mathias.brannvall@medsci.uu.se,15/01/2016,,25288136
283,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Crona J, Backman S, Maharjan R, Mayrhofer M, Stålberg P, Isaksson A, Hellman P, Björklund P",Spatiotemporal Heterogeneity Characterizes the Genetic Landscape of Pheochromocytoma and Defines Early Events in Tumorigenesis,Clin Cancer Res,21,19,4451-4460,2015,8.722,mathias.brannvall@medsci.uu.se,15/01/2016,,25991818
628,Regional,Array and Analysis Facility,"Crona J, Backman S, Maharjan R, Mayrhofer M, Stålberg P, Isaksson A, Hellman P, Björklund P.",Spatiotemporal Heterogeneity Characterizes the Genetic Landscape of Pheochromocytoma and Defines Early Events in Tumorigenesis.,Clin Cancer Res.,21,19,4451-60,2015,8.7,anders.isaksson@medsci.uu.se,15/01/2016,,25991818
344,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Crona J, Ljungström V, Welin S, Walz MK, Hellman P, Björklund P",Bioinformatic Challenges in Clinical Diagnostic Application of Targeted Next Generation Sequencing: Experience from Pheochromocytoma,PLoS One,10,7,e0133210,2015,3.234,mathias.brannvall@medsci.uu.se,15/01/2016,,26230854
172,National Genomics Infrastructure,NGI Uppsala (Uppsala Genome Center),"D. Svensson,C. Ohrman,S. Backman,E. Karlsson,E. Nilsson,M. Bystrom,A. Larkeryd,K. Myrtennas,P. Stenberg,P. H. Qu,J. Trygg,H. C. Scholz,M. Forsman,A. Sjodin","Complete Genome Sequence of Francisella guangzhouensis Strain 08HL01032T, Isolated from Air-Conditioning Systems in China",Genome Announc,3,2,,2015,,Inger.jonasson@igp.uu.se,14/01/2016,,25792039
631,Regional,Array and Analysis Facility,"Dahlin JS, Ding Z, Hallgren J.",Distinguishing Mast Cell Progenitors from Mature Mast Cells in Mice.,Stem Cells Dev.,24,14,1703-11,2015,3.7,anders.isaksson@medsci.uu.se,15/01/2016,,25744159
527,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Danielsson F, James T, Gomez-Cabrero D, Huss M.",Assessing the consistency of public human tissue RNA-seq data sets.,Brief Bioinform,16,6,941-9,2015,9.617,per.kraulis@scilifelab.se,15/01/2016,,25829468
610,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Danielsson F, James T, Gomez-Cabrero D, Huss M.",Assessing the consistency of public human tissue RNA-seq data sets.,Brief Bioinform,16,6,941-9,2015,9.617,per.kraulis@scilifelab.se,15/01/2016,,25829468
100,Bioinformatics,Bioinformatics Long-term Support WABI,"Danielsson F, James T, Gomez-Cabrero D, Huss M.",Assessing the consistency of public human tissue RNA-seq data sets.,Brief Bioinform.,16,6,941-949,2015,9.5,thomas.svensson@scilifelab.se,13/01/2016,,25829468
334,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Das S, Pettersson BMF, Behra PRK, Ramesh M, Dasgupta S, Bhattacharya A, Kirsebom LA",Characterization of Three Mycobacterium spp. with Potential Use in Bioremediation by Genome Sequencing and Comparative Genomics,Genome Biol Evol,7,7,1871-1886,2015,4.229,mathias.brannvall@medsci.uu.se,15/01/2016,,26079817
308,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"de Vries PS, Chasman DI, Sabater-Lleal M, Chen M-H, Huffman JE, Steri M, Tang W, Teumer A, Marioni RE, Grossmann V, Hottenga JJ, Trompet S, Müller-Nurasyid M, Zhao JH, Brody JA, Kleber ME, Guo X, Wang JJ, Auer PL, Attia JR, Yanek LR, Ahluwalia TS, Lahti J, Venturini C, Tanaka T, Bielak LF, Joshi PK, Rocanin-Arjo A, Kolcic I, Navarro P, Rose LM, Oldmeadow C, Riess H, Mazur J, Basu S, Goel A, Yang Q, Ghanbari M, Willemsen G, Rumley A, Fiorillo E, de Craen AJM, Grotevendt A, Scott R, Taylor KD, Delgado GE, Yao J, Kifley A, Kooperberg C, Qayyum R, Lopez LM, Berentzen TL, Räikkönen K, Mangino M, Bandinelli S, Peyser PA, Wild S, Trégouët D-A, Wright AF, Marten J, Zemunik T, Morrison AC, Sennblad B, Tofler G, de Maat MPM, de Geus EJC, Lowe GD, Zoledziewska M, Sattar N, Binder H, Völker U, Waldenberger M, Khaw K-T, Mcknight B, Huang J, Jenny NS, Holliday EG, Qi L, Mcevoy MG, Becker DM, Starr JM, Sarin A-P, Hysi PG, Hernandez DG, Jhun MA, Campbell H, Hamsten A, Rivadeneira F, Mcardle WL, Slagboom PE, Zeller T, Koenig W, Psaty BM, Haritunians T, Liu J, Palotie A, Uitterlinden AG, Stott DJ, Hofman A, Franco OH, Polasek O, Rudan I, Morange P-E, Wilson JF, Kardia SLR, Ferrucci L, Spector TD, Eriksson JG, Hansen T, Deary IJ, Becker LC, Scott RJ, Mitchell P, März W, Wareham NJ, Peters A, Greinacher A, Wild PS, Jukema JW, Boomsma DI, Hayward C, Cucca F, Tracy R, Watkins H, Reiner AP, Folsom AR, Ridker PM, O'Donnell CJ, Smith NL, Strachan DP and Dehghan A",A meta-analysis of 120 246 individuals identifies 18 new loci for fibrinogen concentration,Hum Mol Genet,25,2,358-370,2016,6.393,mathias.brannvall@medsci.uu.se,15/01/2016,,26561523
360,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Delgado Verdugo A, Crona J, Maharjan R, Hellman P, Westin G, Björklund P",Exome Sequencing and CNV Analysis on Chromosome 18 in Small Intestinal Neuroendocrine Tumors: Ruling Out a Suspect?,Horm Metab Res,47,6,452-455,2015,2.121,mathias.brannvall@medsci.uu.se,15/01/2016,,[0]
376,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Delhomme N, Sundström G, Zamani N, Lantz H, Lin YC, Hvidsten TR, Höppner MP, Jern P, Van de Peer Y, ..., Street NR",Serendipitous Meta-Transcriptomics: The Fungal Community of Norway Spruce (Picea abies).,Plos One,10,9,e0139080,2015,3.234,per.kraulis@scilifelab.se,15/01/2016,,26413905
542,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Delhomme N, Sundström G, Zamani N, Lantz H, Lin YC, Hvidsten TR, Höppner MP, Jern P, Van de Peer Y, ..., Street NR",Serendipitous Meta-Transcriptomics: The Fungal Community of Norway Spruce (Picea abies).,Plos One,10,9,e0139080,2015,3.234,per.kraulis@scilifelab.se,15/01/2016,,26413905
31,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Delhomme, N., Sundstrom, G., Zamani, N., Lantz, H., Lin, Y. C., Hvidsten, T. R., Hoppner, M. P., Jern, P., Van de Peer, Y., Lundeberg, J., Grabherr, M. G., Street, N. R.",Serendipitous Meta-Transcriptomics: The Fungal Community of Norway Spruce (Picea abies),PLoS ONE,10,9,e0139080,2015,3.234,mikael.borg@bils.se,29/12/2015,,[0]
336,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"den Hoed M, Strawbridge RJ, Almgren P, Gustafsson S, Axelsson T, Engström G, de Faire U, Hedblad B, Humphries SE, Lindgren CM, Morris AP, Östling G, Syvänen A-C, Tremoli E, Hamsten A, Ingelsson E, Melander O, Lind L",GWAS-identified loci for coronary heart disease are associated with intima-media thickness and plaque presence at the carotid artery bulb,Atherosclerosis,239,2,304-310,2015,3.994,mathias.brannvall@medsci.uu.se,15/01/2016,,25682028
32,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Dmitriev, A. A., Rosenberg, E. E., Krasnov, G. S., Gerashchenko, G. V., Gordiyuk, V. V., Pavlova, T. V., Kudryavtseva, A. V., Beniaminov, A. D., Belova, A. A., Bondarenko, Y. N., Danilets, R. O., Glukhov, A. I., Kondratov, A. G., Alexeyenko, A., Alekseev, B. Y., Klein, G., Senchenko, V. N., Kashuba, V. I.",Identification of Novel Epigenetic Markers of Prostate Cancer by NotI-Microarray Analysis,Dis. Markers,2015,N/A,241301,2015,1.562,mikael.borg@bils.se,29/12/2015,,26491211
289,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Dorshorst B, Harun-Or-Rashid M, Bagherpoor AJ, Rubin C-J, Ashwell C, Gourichon D, Tixier-Boichard M, Hallböök F, Andersson L",A Genomic Duplication is Associated with Ectopic Eomesodermin Expression in the Embryonic Chicken Comb and Two Duplex-comb Phenotypes,PLoS Genet,11,3,e1004947,2015,7.528,mathias.brannvall@medsci.uu.se,15/01/2016,,25789773
274,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Douglas GM, Gos G, Steige KA, Salcedo A, Holm K, Josephs EB, Arunkumar R, Ågren JA, Hazzouri KM, Wang W, Platts AE, Williamson RJ, Neuffer B, Lascoux M, Slotte T, Wright SI",Hybrid origins and the earliest stages of diploidization in the highly successful recent polyploid Capsella bursa-pastoris,Proc Natl Acad Sci U S A,112,9,2806-2811,2015,9.674,mathias.brannvall@medsci.uu.se,15/01/2016,,25691747
248,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Dumanski JP, Rasi C, Lönn M, Davies H, Ingelsson M, Giedraitis V, Lannfelt L, Magnusson PKE, Lindgren CM, Morris AP, Cesarini D, Johannesson M, Tiensuu Janson E, Lind L, Pedersen NL, Ingelsson E, Forsberg LA",Smoking is associated with mosaic loss of chromosome Y,Science,347,6217,81-83,2015,33.611,mathias.brannvall@medsci.uu.se,15/01/2016,,[0]
33,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Dumesic, P. A., Rosenblad, M. A., Samuelsson, T., Nguyen, T., Moresco, J. J., Yates, J. R., Madhani, H. D.",Noncanoncial signal recognition particle RNAs in a major eukaryotic phylum revealed by purification of SRP from the human pathogen Cryptococcus neoformans,Nucleic Acids Res.,43,18,9017--9027,2015,9.112,mikael.borg@bils.se,29/12/2015,,[0]
10,Regional,BioMaterial Interactions (BioMat),"E. Carlsson, G. Mestres, K. Treerattrakoon, A. Lopéz, M. Karlsson Ott, S. Larsson, 
C. Persson
",In vitro and vivo response to low-modulus PMMA-based bone cement,Biomed Research International,N/A,N/A,N/A,2015,1.579,marjam.ott@angstrom.uu.se,16/12/2015,,26366415
137,National Genomics Infrastructure,NGI Uppsala (Uppsala Genome Center),"E. Einarsdottir,I. Svensson,F. Darki,M. Peyrard-Janvid,J. M. Lindvall,A. Ameur,C. Jacobsson,T. Klingberg,J. Kere,H. Matsson",Mutation in CEP63 co-segregating with developmental dyslexia in a Swedish family,Hum Genet,134,12-nov,1239-48,2015,4.824,Inger.jonasson@igp.uu.se,14/01/2016,,26400686
140,National Genomics Infrastructure,NGI Uppsala (Uppsala Genome Center),"E. Gering,M. Johnsson,P. Willis,T. Getty,D. Wright",Mixed ancestry and admixture in Kauai's feral chickens: invasion of domestic genes into ancient Red Junglefowl reservoirs,Mol Ecol,24,9,2112-24,2015,6.494,Inger.jonasson@igp.uu.se,14/01/2016,,25655399
147,National Genomics Infrastructure,NGI Uppsala (Uppsala Genome Center),"E. Karlsson,A. Larkeryd,A. Sjodin,M. Forsman,P. Stenberg",Scaffolding of a bacterial genome using MinION nanopore sequencing,Sci Rep,5,,11996,2015,5.578,Inger.jonasson@igp.uu.se,14/01/2016,,26149338
212,Regional,Zebrafish,"Ebarasi L, Ashraf S, Bierzynska A, Gee HY, McCarthy HJ, Lovric S, Sadowski CE, Pabst W, Vega-Warner V, Fang H, Koziell A, Simpson MA, Dursun I, Serdaroglu E, Levy S, Saleem MA, Hildebrandt F, Majumdar A.",Defects of CRB2 cause steroid-resistant nephrotic syndrome.,Am J Hum Genet.,Jan 8 96(1):153-61,Jan 8 96(1):153-61,Jan 8 96(1):153-61,2015,10.9,johan.ledin@ebc.uu.se,14/01/2016,,[0]
465,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Edqvist PH, Fagerberg L, Hallström BM, Danielsson A, Edlund K, Uhlén M, Pontén F",Expression of human skin-specific genes defined by transcriptomics and antibody-based profiling.,The Journal Of Histochemistry And Cytochemistry : Official Journal Of The Histochemistry Society,63,2,129-141,2015,1.959,per.kraulis@scilifelab.se,15/01/2016,,25411189
548,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Edqvist PH, Fagerberg L, Hallström BM, Danielsson A, Edlund K, Uhlén M, Pontén F",Expression of human skin-specific genes defined by transcriptomics and antibody-based profiling.,The Journal Of Histochemistry And Cytochemistry : Official Journal Of The Histochemistry Society,63,2,129-141,2015,1.959,per.kraulis@scilifelab.se,15/01/2016,,25411189
235,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Eiler, A, Mondav, R, Sinclair, L, Fernandez-Vidal, L, Scofield, DG, Schwientek, P, Martinez-Garcia, M, Torrents, D, McMahon, T, Andersson, SGE, Stepanauskas, R, Woyke, T, Bertilsson, S",Turning fresh: radiation through rewiring of central metabolism in streamlined bacteria,ISME J,TBD,TBD,TBD,2015,9.302,mikael.borg@bils.se,15/01/2016,,[0]
180,Functional Genomics,Microbial Single Cell Genomics,"Eiler, A., Mondav, R, Sinclair, L., Fernandez-Vidal, L., Scofield, D.G., Schwientek, P., Martinez-Garcia, M.,  Torrents, D., McMahon, K.D., Andersson, S.G.E. Stepanauskas, R.-, Woyke, T. & S. Bertilsson",Tuning fresh: radiation through rewiring of central metabolism in streamlined bacteria,ISME J.,in press,-,-,2015,9.302,thijs.ettema@icm.uu.se,14/01/2016,,26784354
362,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Einarsson E, Svärd SG and Troell K",UV irradiation responses in Giardia intestinalis,Exp Parasitol,154,,25-32,2015,1.638,mathias.brannvall@medsci.uu.se,15/01/2016,,25825252
307,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Ek WE, Hedman ÅK, Enroth S, Morris AP, Lindgren CM, Mahajan A, Gustafsson S, Gyllensten U, Lind L, Johansson Å",Genome-wide DNA methylation study identifies genes associated with the cardiovascular biomarker GDF-15,Hum Mol Genet,[Epub ahead of print],,,2015,6.393,mathias.brannvall@medsci.uu.se,15/01/2016,,26681806
109,Regional,Mutation Analysis Facility (MAF),"Ek, W. E.
Reznichenko, A.
Ripke, S.
Niesler, B.
Zucchelli, M.
Rivera, N. V.
Schmidt, P. T.
Pedersen, N. L.
Magnusson, P.
Talley, N. J.
Holliday, E. G.
Houghton, L.
Gazouli, M.
Karamanolis, G.
Rappold, G.
Burwinkel, B.
Surowy, H.
Rafter, J.
Assadi, G.
Li, L.
Papadaki, E.
Gambaccini, D.
Marchi, S.
Colucci, R.
Blandizzi, C.
Barbaro, R.
Karling, P.
Walter, S.
Ohlsson, B.
Tornblom, H.
Bresso, F.
Andreasson, A.
Dlugosz, A.
Simren, M.
Agreus, L.
Lindberg, G.
Boeckxstaens, G.
Bellini, M.
Stanghellini, V.
Barbara, G.
Daly, M. J.
Camilleri, M.
Wouters, M. M.
D'Amato, M.",Exploring the genetics of irritable bowel syndrome: a GWA study in the general population and replication in multinational case-control cohorts,Gut,64,11,1774-82,2015,14.66,kristina.duvefelt@ki.se,13/01/2016,,25248455
237,Functional Genomics,Karolinska High Throughput Center (KHTC),"Ekaterina Morgunova, Yimeng Yin, Arttu Jolma, Kashyap Dave, Bernhard Schmierer, Alexander Popov, Nadejda Eremina, Lennart Nilsson and Jussi Taipale 
",Structural insights into the DNA-binding specificity of E2F family transcription factors.,Nat Commun,6,?,1-8,2015,11.47,anders.eriksson@ki.se,15/01/2016,,26632596
122,Clinical Diagnostics,Clinical sequencing,"Ekvall S, Wilbe M, Dahlgren J, Legius E, van Haeringen A, Westphal O, Annerén G, Bondeson ML",Mutation in NRAS in familial Noonan syndrome--case report and review of the literature,BMC Med Genet.,16,95,1-8,2015,2.083,malin.melin@scilifelab.uu.se,13/01/2016,,26467218
359,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Enroth S, Bosdotter Enroth S, Johansson Å and Gyllensten U",Effect of genetic and environmental factors on protein biomarkers for common non-communicable disease and use of personally normalized plasma protein profiles (PNPPP),Biomarkers,20,6-7,355-364,2015,2.26,mathias.brannvall@medsci.uu.se,15/01/2016,,[0]
76,Clinical Diagnostics,Clinical Biomarkers,"Enroth S, Bosdotter Enroth S, Johansson Å, Gyllensten U.",Effect of genetic and environmental factors on protein biomarkers for common non-communicable disease and use of personally normalized plasma protein profiles (PNPPP).,Biomarkers,6-7,Sep 20,355-64,2015,2.26,Agneta.Siegbahn@medsci.uu.se,08/01/2016,,26551787
75,Clinical Diagnostics,Clinical Biomarkers,"Enroth S, Enroth SB, Johansson Å, Gyllensten U.",Protein profiling reveals consequences of lifestyle choices on predicted biological aging.,Scientific Reports,5,Dec 1,17282,2015,5.578,Agneta.Siegbahn@medsci.uu.se,08/01/2016,,26619799
144,National Genomics Infrastructure,NGI Uppsala (Uppsala Genome Center),"F. Granberg,O. E. Karlsson,S. Belak",Metagenomic approaches to disclose disease-associated pathogens: detection of viral pathogens in honeybees,Methods Mol Biol,1247,,491-511,2015,1.29,Inger.jonasson@igp.uu.se,14/01/2016,,25399116
445,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Fåk F, Tremaroli V, Bergström G, Bäckhed F.",Oral microbiota in patients with atherosclerosis.,Atherosclerosis,243,2,573-8,2015,3.994,per.kraulis@scilifelab.se,15/01/2016,,[0]
611,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Fåk F, Tremaroli V, Bergström G, Bäckhed F.",Oral microbiota in patients with atherosclerosis.,Atherosclerosis,243,2,573-8,2015,3.994,per.kraulis@scilifelab.se,15/01/2016,,[0]
285,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Fall T, Hägg S, Ploner A, Mägi R, Fischer K, Draisma HHM, Sarin A-P, Benyamin B, Ladenvall C, Åkerlund M, Kals M, Esko T, Nelson CP, Kaakinen M, Huikari V, Mangino M, Meirhaeghe A, Kristiansson K, Nuotio M-L, Kobl M, Grallert H, Dehghan A, Kuningas M, de Vries PS, de Bruijn RFAG, Willems SM, Heikkilä K, Silventoinen K, Pietiläinen KH, Legry V, Giedraitis V, Goumidi L, Syvänen A-C, Strauch K, Koenig W, Lichtner P, Herder C, Palotie A, Menni C, Uitterlinden AG, Kuulasmaa K, Havulinna AS, Moreno LA, Gonzalez-Gross M, Evans A, Tregouet D-A, Yarnell JWG, Virtamo J, Ferrières J, Veronesi G, Perola M, Arveiler D, Brambilla P, Lind L, Kaprio J, Hofman A, Stricker BH, van Duijn CM, Ikram MA, Franco OH, Cottel D, Dallongeville J, Hall AS, Jula A, Tobin MD, Penninx BW, Peters A, Gieger C, Samani NJ, Montgomery GW, Whitfield JB, Martin NG, Groop L, Spector TD, Magnusson PK, Amouyel P, Boomsma DI, Nilsson PM, Järvelin M-R, Lyssenko V, Metspalu A, Strachan DP, Salomaa V, Ripatti S, Pedersen NL, Prokopenko I, McCarthy MI, Ingelsson E",Age- and Sex-Specific Causal Effects of Adiposity on Cardiovascular Risk Factors,Diabetes,64,5,1841-1852,2015,8.095,mathias.brannvall@medsci.uu.se,15/01/2016,,25712996
286,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Fall T, Xie W, Poon W, Yaghootkar H, Mägi R, the GENESIS consortium, Knowles JW, Lyssenko V, Weedon M, Frayling TM, Ingelsson E",Using genetic variants to assess the relationship between circulating lipids and type 2 diabetes,Diabetes,64,7,2676-2684,2015,8.095,mathias.brannvall@medsci.uu.se,15/01/2016,,25948681
34,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Fall, T., Lundholm, C., Ortqvist, A. K., Fall, K., Fang, F., Hedhammar, A., Kampe, O., Ingelsson, E., Almqvist, C.",Early Exposure to Dogs and Farm Animals and the Risk of Childhood Asthma,JAMA Pediatr,169,11,e153219,2015,7.148,mikael.borg@bils.se,29/12/2015,,[0]
498,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Feliu N, Kohonen P, Ji J, Zhang Y, Karlsson HL, Palmberg L, Nyström A, Fadeel B",Next-generation sequencing reveals low-dose effects of cationic dendrimers in primary human bronchial epithelial cells.,Acs Nano,9,1,146-163,2015,12.881,per.kraulis@scilifelab.se,15/01/2016,,25530437
581,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Feliu N, Kohonen P, Ji J, Zhang Y, Karlsson HL, Palmberg L, Nyström A, Fadeel B",Next-generation sequencing reveals low-dose effects of cationic dendrimers in primary human bronchial epithelial cells.,Acs Nano,9,1,146-163,2015,12.881,per.kraulis@scilifelab.se,15/01/2016,,25530437
471,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Flach CF, Johnning A, Nilsson I, Smalla K, Kristiansson E, Larsson DG",Isolation of novel IncA/C and IncN fluoroquinolone resistance plasmids from an antibiotic-polluted lake.,The Journal Of Antimicrobial Chemotherapy,70,10,2709-2717,2015,5.313,per.kraulis@scilifelab.se,15/01/2016,,26124213
554,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Flach CF, Johnning A, Nilsson I, Smalla K, Kristiansson E, Larsson DG",Isolation of novel IncA/C and IncN fluoroquinolone resistance plasmids from an antibiotic-polluted lake.,The Journal Of Antimicrobial Chemotherapy,70,10,2709-2717,2015,5.313,per.kraulis@scilifelab.se,15/01/2016,,26124213
342,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Fogelqvist J, Verkhozina A, Katyshev A, Pucholt P, Dixelius C, Ronnberg-Wastljung A, Lascoux M, Berlin S",Genetic and morphological evidence for introgression between three species of willows,BMC Evol Biol,15,1,193,2015,3.368,mathias.brannvall@medsci.uu.se,15/01/2016,,26376815
259,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Forsberg LA, Rasi C, Pekar G, Davies H, Piotrowski A, Absher D, Razzaghian HR, Ambicka A, Halaszka K, Przewo?nik M, Kruczak A, Mandava G, Pasupulati S, Hacker J, Prakash KR, Dasari RC, Lau J, Penagos-Tafurt N, Olofsson HM, Hallberg G, Skotnicki P, Mitu? J, Skokowski J, Jankowski M, ?rutek E, Zegarski W, Tiensuu Janson E, Ry? J, Tot T, Dumanski JP",Signatures of post-zygotic structural genetic aberrations in the cells of histologically normal breast tissue that can predispose to sporadic breast cancer,Genome Res,25,10,1521-1535,2015,14.63,mathias.brannvall@medsci.uu.se,15/01/2016,,26430163
531,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Francisco Gonzalez, Jonas M Bengtsson, William B Walker, Maria Fátima Rodrigues Sousa, Alberto Maria Cattaneo, Nicolas Montagné, Arthur de Fouchier, Gianfranco Anfora, Emmanuelle Jacquin-Joly, Peter Witzgall, Rickard Ignell, Marie Bengtsson",A conserved odorant receptor detects the same 1-indanone analogs in a tortricid and a noctuid moth,Frontiers in Ecology and Evolution,3,-,131,2015,7.441,per.kraulis@scilifelab.se,15/01/2016,,[0]
